Molecule Name,SMILES,Batch Name,Canonical PostEra ID,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0016873,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc34)c2c1,001,MAT-POS-96f51285-4,1.27,0.925,1.76,0.643,2.1
CVD-0016873,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc34)c2c1,001,MAT-POS-96f51285-4,1.89,1.19,3.00,0.449,2.3
CVD-0016872,COc1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc34)c2c1,001,MAT-POS-96f51285-3,0.114,0.102,0.128,0.986,1.1
CVD-0016872,COc1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc34)c2c1,001,MAT-POS-96f51285-3,0.101,0.0950,0.106,1.07,2.1
CVD-0016871,COC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(cc12)S(C)(=O)=O,001,MAT-POS-96f51285-2,0.423,0.362,0.494,0.929,1.1
CVD-0016871,COC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(cc12)S(C)(=O)=O,001,MAT-POS-96f51285-2,0.426,0.392,0.464,0.992,1.1
CVD-0016870,COc1ccc2cncc(NC(=O)C3(CCOc4ccc(Cl)cc34)OC)c2c1,001,MAT-POS-96f51285-1,0.120,0.102,0.142,0.946,1.1
CVD-0016870,COc1ccc2cncc(NC(=O)C3(CCOc4ccc(Cl)cc34)OC)c2c1,001,MAT-POS-96f51285-1,0.116,0.110,0.123,1.08,2.1
CVD-0016845,CCOC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,RAL-THA-6e4c80cf-2,0.236,0.227,0.246,1.04,2.1
CVD-0016844,COC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,002,RAL-THA-6e4c80cf-1,0.224,0.211,0.238,1.02,2.1
CVD-0016801,CN(C)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-45b13633-3,11.5,8.96,14.8,0.849,1.1
CVD-0016800,CNCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-45b13633-2,10.5,9.59,11.5,1.08,1.1
CVD-0016783,NS(=O)(=O)c1ccc(CNC[C@]2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)cc1F,001,KAD-UNI-b13decd3-4,27.3,23.4,31.9,0.886,2.1
CVD-0016780,CNC(=O)COCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,ALP-POS-9c80c481-1,1.82,1.55,2.15,1.01,1.1
CVD-0016773,O=S(=O)(Nc1ccccc1)c1cc2OCOc2cc1OCc1ccccc1,001,ROD-UFR-86d8d6a3-1,72.8,67.9,78.2,3.37,2.1
CVD-0016769,Clc1cccc(CC(=O)Nc2cncc3cc(ccc23)C#N)c1,002,PET-UNK-6314f867-2,9.00,7.26,11.1,0.918,1.1
CVD-0016743,CNS(=O)(=O)c1cc(CNC[C@]2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)ccc1F,001,KAD-UNI-cb0f2bbc-23,36.0,32.6,39.7,1.68,2.1
CVD-0016691,CO[C@]1(CCOc2cc(F)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-993cdc78-2,69.3,56.2,85.3,1.15,2.1
CVD-0016690,CO[C@@]1(CCOc2cc(F)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-993cdc78-1,0.124,0.121,0.128,1.01,2.1
CVD-0016666,OC(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,RAL-THA-58fba2bc-1,> 9.95,"","",0.964,2.3
CVD-0016666,OC(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,RAL-THA-58fba2bc-1,31.4,28.1,35.1,1.35,2.1
CVD-0016655,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cc(=O)[nH]c2ccccc12)C(=O)c1cocn1,002,ALP-POS-d9b6304e-1,1.16,1.09,1.24,1.04,1.1
CVD-0016620,Clc1ccc2CNC[C@H](C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-3ccb8ef6-2,33.0,29.5,36.8,1.10,2.1
CVD-0016619,Clc1ccc2CNC[C@@H](C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-3ccb8ef6-1,0.288,0.273,0.304,1.02,1.1
CVD-0016595,Clc1cc(OCc2ccncc2)c2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-5369c344-7,3.45,2.50,4.77,0.805,1.1
CVD-0016594,Clc1cc(OCc2cccnc2)c2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-5369c344-6,> 9.95,"","",0.627,2.3
CVD-0016594,Clc1cc(OCc2cccnc2)c2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-5369c344-6,24.9,15.6,39.9,0.434,2.3
CVD-0016593,Clc1cc(OCc2ccccn2)c2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-5369c344-5,6.43,5.62,7.35,0.889,1.1
CVD-0016589,Clc1cccc(CC(=O)NC2COCc3ccccc23)c1,001,RUB-POS-1325a9ea-20,69.0,57.2,83.2,0.790,2.1
CVD-0016585,Cn1ncc2c(NC(=O)Cc3cccc(Cl)c3)cncc12,001,RUB-POS-1325a9ea-15,34.0,26.5,43.7,1.07,2.1
CVD-0016584,Cn1ncc2cncc(NC(=O)Cc3cccc(Cl)c3)c12,001,RUB-POS-1325a9ea-14,1.50,1.12,2.00,1.37,1.1
CVD-0016583,Clc1cccc(CC(=O)Nc2cncc3[nH]ncc23)c1,001,RUB-POS-1325a9ea-13,21.8,20.5,23.2,1.04,2.1
CVD-0016582,Clc1cccc(CC(=O)Nc2cncc3cn[nH]c23)c1,001,RUB-POS-1325a9ea-12,2.10,1.85,2.39,0.895,1.1
CVD-0016575,Cc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,001,RUB-POS-1325a9ea-4,0.537,0.494,0.584,1.08,1.1
CVD-0016574,Clc1cccc(CC(=O)Nc2cnc(C#N)c3ccccc23)c1,001,JIN-POS-6dc588a4-24,65.9,58.3,74.6,2.19,2.1
CVD-0016572,Clc1cccc(CC(=O)Nc2cncc3sccc23)c1,001,JIN-POS-6dc588a4-22,0.425,0.396,0.455,1.03,1.1
CVD-0016571,Oc1cnc2ccccc2c1NC(=O)Cc1cccc(Cl)c1,001,JIN-POS-6dc588a4-21,8.44,6.78,10.5,1.11,1.1
CVD-0016570,Clc1cccc(CC(=O)Nc2cncc3CCCNc23)c1,001,JIN-POS-6dc588a4-20,38.0,34.1,42.3,1.21,2.1
CVD-0016565,Clc1cccc(CC(=O)Nc2cncc3cc[nH]c23)c1,001,JIN-POS-6dc588a4-14,1.90,1.74,2.06,0.950,1.1
CVD-0016564,Fc1cccc2c(NC(=O)Cc3cccc(Cl)c3)cncc12,001,JIN-POS-6dc588a4-13,0.890,0.791,1.00,1.03,1.1
CVD-0016563,Clc1cccc(CC(=O)Nc2cncc3[nH]ccc23)c1,001,JIN-POS-6dc588a4-12,6.19,5.11,7.50,1.06,1.1
CVD-0016562,Fc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,001,JIN-POS-6dc588a4-11,1.47,1.27,1.70,0.994,1.1
CVD-0016561,Clc1cccc(CC(=O)Nc2cncc3nccnc23)c1,001,JIN-POS-6dc588a4-10,76.0,63.6,90.9,0.945,2.1
CVD-0016560,Clc1cccc(CC(=O)Nc2cnn3ccccc23)c1,001,JIN-POS-6dc588a4-9,11.3,10.3,12.5,0.951,1.1
CVD-0016557,CC(C)(C)Oc1ccncc1NC(=O)Cc1cccc(Cl)c1,001,JIN-POS-6dc588a4-6,22.9,19.7,26.7,0.988,2.1
CVD-0016555,COc1ccncc1NC(=O)Cc1cccc(Cl)c1,001,JIN-POS-6dc588a4-3,21.6,18.7,24.9,1.11,2.1
CVD-0016553,CC(C)(C)c1ccc(cc1)N(C(C(=O)N1CCC(CC1)c1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-42f3de95-3,9.46,7.63,11.7,1.01,1.1
CVD-0016552,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1c[nH]cn1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-42f3de95-2,14.5,12.7,16.4,1.02,1.1
CVD-0016545,CC(C)(c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1)S(C)(=O)=O,001,ALP-POS-95f71980-36,67.8,54.0,85.2,0.898,2.1
CVD-0016544,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)-n2cc[nH]c2=O)c2cccnc2)c1,001,ALP-POS-95f71980-35,45.1,30.4,66.8,0.643,2.3
CVD-0016542,Cc1nnn(n1)-c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-95f71980-33,33.2,30.4,36.4,1.10,2.1
CVD-0016537,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)N2CCCS2(=O)=O)c2cccnc2)c1,001,ALP-POS-95f71980-28,27.8,26.1,29.7,0.997,2.1
CVD-0016536,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)C2CC(=O)NC(=O)C2)c2cccnc2)c1,001,ALP-POS-95f71980-27,53.8,48.3,59.9,1.09,2.1
CVD-0016535,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2cnn(c2)-c2ccccc2)c2cccnc2)c1,001,ALP-POS-95f71980-26,2.95,2.54,3.42,0.924,1.1
CVD-0016534,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cnon1,001,ALP-POS-95f71980-25,8.41,7.55,9.37,0.945,1.1
CVD-0016533,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cnsn1,001,ALP-POS-95f71980-24,13.2,11.5,15.1,0.989,1.1
CVD-0016532,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cscn1,001,ALP-POS-95f71980-23,0.891,0.831,0.956,0.977,1.1
CVD-0016530,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccno1,001,ALP-POS-95f71980-21,1.11,1.05,1.18,0.949,1.1
CVD-0016525,CC(C)(C)c1cc(no1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-95f71980-16,51.2,46.9,55.9,1.12,2.1
CVD-0016524,CN1CCCN(C1=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-95f71980-15,61.0,53.8,69.2,1.04,2.1
CVD-0016523,CC(C)(C)c1cnc(o1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-95f71980-14,32.4,29.9,35.2,1.07,2.1
CVD-0016520,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1coc(CS(C)(=O)=O)n1,001,ALP-POS-95f71980-11,39.2,36.3,42.4,1.01,2.1
CVD-0016519,Fc1cccc(CCNC(=O)C(N(C(=O)c2cocn2)c2ccc(cc2)N2CCCC2=O)c2cccnc2)c1,001,ALP-POS-95f71980-10,76.6,69.7,84.2,1.10,2.1
CVD-0016515,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccc(O)c(=O)o1,001,ALP-POS-95f71980-6,76.5,43.6,134,1.11,2.3
CVD-0016513,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccon1,001,ALP-POS-95f71980-4,4.26,4.01,4.52,0.997,1.1
CVD-0016512,Cc1cnnn1-c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-95f71980-3,28.4,26.4,30.6,1.03,2.1
CVD-0016511,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccns1,001,ALP-POS-95f71980-2,51.1,37.8,69.0,0.776,2.1
CVD-0016507,COC[C@]1(CCOc2cc(Cl)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-5,21.9,17.5,27.5,1.14,2.1
CVD-0016507,COC[C@]1(CCOc2cc(Cl)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-5,13.0,11.9,14.3,1.02,1.1
CVD-0016506,COC[C@@]1(CCOc2cc(Cl)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-4,4.36,2.61,7.28,0.882,1.3
CVD-0016506,COC[C@@]1(CCOc2cc(Cl)c(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-4,2.38,2.22,2.55,1.02,1.1
CVD-0016505,CO[C@]1(CCOc2c(F)cc(F)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-3,0.143,0.137,0.149,1.03,1.1
CVD-0016505,CO[C@]1(CCOc2c(F)cc(F)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-3,0.312,0.290,0.335,1.18,1.1
CVD-0016505,CO[C@]1(CCOc2c(F)cc(F)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-3,0.156,0.150,0.162,1.04,2.1
CVD-0016504,CO[C@@]1(CCOc2c(F)cc(F)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-2,44.3,38.6,50.7,1.34,2.1
CVD-0016504,CO[C@@]1(CCOc2c(F)cc(F)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-2,26.4,23.6,29.5,1.11,2.1
CVD-0016503,FC(F)(F)CN1CCOCC1C(=O)NCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-1,27.2,23.5,31.4,1.20,2.1
CVD-0016503,FC(F)(F)CN1CCOCC1C(=O)NCC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-932d1078-1,17.1,16.2,18.2,1.10,1.1
CVD-0016500,Clc1ccc2C(CCOc2c1)C(=O)N(Cc1c[nH]c(=O)[nH]c1=O)c1cncc2ccccc12,001,ALP-POS-6d96567b-2,7.14,6.05,8.43,1.45,1.1
CVD-0016490,Clc1ccc2c(OCCC2(CNc2c[nH]c(=O)[nH]c2=O)C(=O)Nc2cncc3ccccc23)c1,001,ALP-POS-a0a4abd7-1,5.36,5.01,5.74,1.03,1.1
CVD-0016487,Fc1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc34)c2c1,001,ALP-UNI-8d415491-6,0.276,0.253,0.302,1.10,1.1
CVD-0016487,Fc1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc34)c2c1,001,ALP-UNI-8d415491-6,0.223,0.212,0.235,1.05,2.1
CVD-0016486,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCNc4cc(Cl)c(Cl)cc34)c2c1,001,ALP-UNI-8d415491-5,0.526,0.441,0.627,0.954,2.1
CVD-0016485,Clc1cc2NCCC(C(=O)Nc3cncc4ccncc34)c2cc1Cl,001,ALP-UNI-8d415491-4,0.521,0.482,0.563,1.01,1.1
CVD-0016484,Clc1cc2NCCC(C(=O)Nc3cncc4cnccc34)c2cc1Cl,001,ALP-UNI-8d415491-3,1.04,0.928,1.16,1.04,1.1
CVD-0016483,Clc1cc2NCCC(C(=O)Nc3cncc4CCCCc34)c2cc1Cl,001,ALP-UNI-8d415491-2,0.245,0.218,0.276,1.01,1.1
CVD-0016483,Clc1cc2NCCC(C(=O)Nc3cncc4CCCCc34)c2cc1Cl,001,ALP-UNI-8d415491-2,0.234,0.154,0.354,0.794,2.3
CVD-0016482,Clc1cc2NCCC(C(=O)Nc3cnccc3C3CC3)c2cc1Cl,001,ALP-UNI-8d415491-1,0.978,0.875,1.09,1.05,1.1
CVD-0016481,CN(C)C(=O)COCC(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,001,EDJ-MED-cf4b0d25-5,5.41,4.63,6.31,0.995,1.1
CVD-0016480,CC(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,001,EDJ-MED-cf4b0d25-4,9.13,7.16,11.6,0.896,1.1
CVD-0016479,Clc1cccc(c1)C(NC(=O)[C@@H]1CCCO1)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-cf4b0d25-3,2.29,2.12,2.47,0.992,1.1
CVD-0016478,Clc1cccc(c1)C(NC[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-cf4b0d25-2,2.77,2.48,3.09,0.997,1.1
CVD-0016477,Clc1cccc(c1)C(NC(=O)COCC(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-cf4b0d25-1,8.47,7.22,9.95,1.15,2.1
CVD-0016477,Clc1cccc(c1)C(NC(=O)COCC(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-cf4b0d25-1,6.35,5.92,6.80,0.966,1.1
CVD-0016476,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)CCC#N,001,ALP-UNI-c3ef0aba-3,3.80,3.60,4.01,1.07,1.1
CVD-0016475,Clc1cccc2C(COCc12)C(=O)Nc1cncc2ccccc12,001,ALP-UNI-c3ef0aba-1,7.02,6.44,7.66,1.01,1.1
CVD-0016469,CNC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,MAT-POS-dd3ad2b5-5,0.272,0.261,0.284,0.990,1.1
CVD-0016468,CS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,MAT-POS-dd3ad2b5-4,0.207,0.197,0.218,0.989,2.1
CVD-0016467,NC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,MAT-POS-dd3ad2b5-3,0.250,0.235,0.266,1.03,2.1
CVD-0016466,CC(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,001,MAT-POS-dd3ad2b5-2,0.383,0.365,0.402,0.986,1.1
CVD-0016461,Clc1ccc2OCCC3(OC(=O)N(C3=O)c3cncc4ccccc34)c2c1,001,MAT-POS-90505e2b-1,> 9.95,"","",0.450,2.3
CVD-0016460,Fc1cc2OCC[C@@H](C(=O)Nc3cncc4ccncc34)c2cc1Cl,001,EDJ-MED-611d11e7-12,0.849,0.647,1.11,0.810,1.1
CVD-0016460,Fc1cc2OCC[C@@H](C(=O)Nc3cncc4ccncc34)c2cc1Cl,001,EDJ-MED-611d11e7-12,0.397,0.362,0.435,0.964,1.1
CVD-0016456,COc1ccc2cncc(NC(=O)[C@@H]3CCNc4cc(Cl)c(Cl)cc34)c2c1,001,EDJ-MED-611d11e7-8,27.2,21.4,34.6,0.634,2.1
CVD-0016455,COc1ccc2cncc(NC(=O)[C@@]3(CCOc4ccc(Cl)cc34)OC)c2c1,001,EDJ-MED-611d11e7-7,0.0765,0.0702,0.0832,1.15,1.1
CVD-0016455,COc1ccc2cncc(NC(=O)[C@@]3(CCOc4ccc(Cl)cc34)OC)c2c1,001,EDJ-MED-611d11e7-7,0.0612,0.0583,0.0642,1.04,2.1
CVD-0016454,Fc1ccc2cncc(NC(=O)[C@@H]3CCOc4cc(F)c(Cl)cc34)c2c1,001,EDJ-MED-611d11e7-6,5.77,3.97,8.40,0.726,1.1
CVD-0016453,Fc1ccc2cncc(NC(=O)[C@@H]3CCNc4cc(Cl)c(Cl)cc34)c2c1,001,EDJ-MED-611d11e7-5,12.1,11.0,13.2,0.944,1.1
CVD-0016452,CO[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(F)cc12,001,EDJ-MED-611d11e7-4,0.297,0.260,0.339,1.09,1.1
CVD-0016452,CO[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(F)cc12,001,EDJ-MED-611d11e7-4,0.160,0.149,0.172,1.04,1.1
CVD-0016452,CO[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(F)cc12,001,EDJ-MED-611d11e7-4,0.118,0.0789,0.176,1.22,1.3
CVD-0016452,CO[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccc(F)cc12,001,EDJ-MED-611d11e7-4,0.0795,0.0714,0.0885,0.976,2.1
CVD-0016448,Clc1cccc(c1)C(NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,001,MAT-POS-a13804f0-4,0.363,0.337,0.390,0.894,1.1
CVD-0016448,Clc1cccc(c1)C(NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,001,MAT-POS-a13804f0-4,0.561,0.493,0.638,1.18,1.1
CVD-0016447,Fc1cc2OCC[C@@H](C(=O)Nc3cncc4ccccc34)c2cc1Cl,001,MAT-POS-a13804f0-3,0.143,0.137,0.149,1.04,1.1
CVD-0016447,Fc1cc2OCC[C@@H](C(=O)Nc3cncc4ccccc34)c2cc1Cl,001,MAT-POS-a13804f0-3,0.0977,0.0855,0.112,1.08,2.1
CVD-0016445,Cc1nc2CCC(Cn2n1)C(=O)NC(C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,001,MAT-POS-a13804f0-1,4.98,4.04,6.15,1.09,1.1
CVD-0016432,CS(=O)(=O)CC1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,RAL-THA-e002e396-1,15.6,13.0,18.8,1.29,1.1
CVD-0016381,Clc1cc(OCc2ccccc2)c2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,DAR-DIA-0587064e-19,36.5,26.2,50.9,0.390,2.1
CVD-0016377,Clc1cc(OCC2CC2)c2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,DAR-DIA-0587064e-15,> 2.49,"","",0.893,2.1
CVD-0016374,CCCOc1cc(Cl)cc2C(CCOc12)C(=O)Nc1cncc2ccccc12,001,DAR-DIA-0587064e-12,5.63,4.61,6.88,0.757,2.1
CVD-0016372,FC(F)(F)CCOc1cc(Cl)cc2C(CCOc12)C(=O)Nc1cncc2ccccc12,001,DAR-DIA-0587064e-10,3.14,2.38,4.15,0.729,2.1
CVD-0016354,CCCc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,001,PET-UNK-bb7ffe78-3,2.65,1.27,5.54,0.354,2.3
CVD-0016353,FC(F)(F)Oc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,001,PET-UNK-bb7ffe78-2,1.55,1.24,1.94,0.580,1.1
CVD-0016352,CCc1cc(Cl)cc(CC(=O)Nc2cncc3ccccc23)c1,001,PET-UNK-bb7ffe78-1,1.80,1.29,2.51,0.700,1.1
CVD-0016346,CC(C)(C)c1ccc(cc1)N([C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)C=C,001,LON-POS-586a7c45-1,86.4,49.9,149,0.669,2.3
CVD-0016338,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COP(O)(O)=O,001,PF-07304814,0.140,0.122,0.161,1.27,1.1
CVD-0016338,COc1cccc2[nH]c(cc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COP(O)(O)=O,001,PF-07304814,0.313,0.297,0.330,1.28,1.1
CVD-0016337,CC[C@H](NC(=O)CCCC#C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)COC(=O)c1c(C)cccc1C)C(C)(C)C,001,STE-KUL-d79e3d6a-5,5.83,5.15,6.60,0.965,1.1
CVD-0016337,CC[C@H](NC(=O)CCCC#C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)COC(=O)c1c(C)cccc1C)C(C)(C)C,001,STE-KUL-d79e3d6a-5,5.77,5.06,6.57,0.915,1.1
CVD-0016336,CC[C@H](NC(=O)CCCC#C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)COC(=O)c1c(C)cccc1C)C(C)(C)C,001,STE-KUL-d79e3d6a-4,53.9,46.1,63.1,1.10,2.1
CVD-0016336,CC[C@H](NC(=O)CCCC#C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)COC(=O)c1c(C)cccc1C)C(C)(C)C,001,STE-KUL-d79e3d6a-4,4.27,3.73,4.89,0.835,1.1
CVD-0016333,CCOC(=O)C1OC1C(=O)N(CCC(N)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCC#C)C(C)(C)C,001,STE-KUL-d79e3d6a-1,0.206,0.197,0.216,1.60,1.1
CVD-0016333,CCOC(=O)C1OC1C(=O)N(CCC(N)=O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCC#C)C(C)(C)C,001,STE-KUL-d79e3d6a-1,0.292,0.273,0.312,1.53,1.1
CVD-0016332,CC(C)(C)c1ccc(cc1)N(C(C(=O)N1CCOCC1)c1cccnc1)C(=O)c1ccco1,001,ALP-POS-0c0a3b93-1,41.0,35.6,47.1,1.27,2.1
CVD-0016321,N[C@@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-3b97339c-2,0.473,0.436,0.513,1.28,1.1
CVD-0016294,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cnccn1)C(=O)c1cocn1,001,ALP-POS-d0876c20-21,1.21,1.04,1.40,1.15,1.1
CVD-0016292,COc1ncncc1C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)C(=O)NCCc1cccc(F)c1,001,ALP-POS-d0876c20-19,8.43,6.79,10.5,1.45,1.1
CVD-0016290,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cncnc1)C(=O)c1cocn1,001,ALP-POS-d0876c20-17,2.92,2.50,3.41,1.24,1.1
CVD-0016288,COc1nccnc1C(N(C(=O)c1cocn1)c1ccc(cc1)C(C)(C)C)C(=O)NCCc1cccc(F)c1,001,ALP-POS-d0876c20-15,94.9,67.1,134,1.83,2.3
CVD-0016278,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1ccnnc1)C(=O)c1cocn1,001,ALP-POS-d0876c20-5,2.05,1.86,2.27,1.22,1.1
