SMILES,TITLE,fragments,CrystalName,CompoundCode,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,Deposition_PDB_ID,Hybrid2,docked_fragment,Mpro-x0500_dock,site
c1cc2c(cc1c3cc[nH]n3)OCO2,x0326,x0326,Mpro-x0326,Z2204875953,OK: No comment:No comment,success,2,7 - Analysed & Rejected,None,-8.701745,x0195,,active-noncovalent
c1cc(cc(c1)O)C[NH+]2CCSCC2,x0372,x0372,Mpro-x0372,Z2856434857,OK: No comment:No comment,success,2.05,7 - Analysed & Rejected,None,-8.697557,x0107,,active-noncovalent
Cc1ccc(cc1)CC(=O)NC[C@@H]2CCCO2,x1125,x1125,Mpro-x1125,Z2064898339,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-8.693243,x0749,,active-covalent
Cc1ccc(cc1)CC(=O)NC[C@@H]2CCCO2,x0351,x0351,Mpro-x0351,Z2064898339,OK: No comment:No comment,success,1.4,7 - Analysed & Rejected,None,-8.693243,x0749,,active-covalent
CCCc1nnc(s1)NC(=O)c2ccccn2,x0403,x0403,Mpro-x0403,Z52425517,OK: No comment:No comment,success,2.35,7 - Analysed & Rejected,None,-8.691767,x0104,,active-noncovalent
Cc1ccc(cc1)CNC(=O)Cc2cccs2,x0366,x0366,Mpro-x0366,Z28429411,OK: Precipitated:No comment,None,None,,None,-8.682387,x0678,,active-noncovalent
C[NH+](C)Cc1nc(no1)C2(CCCC2)[NH3+],x0628,x0628,Mpro-x0628,Z1259339735,Mounted_Clear,success,1.79,7 - Analysed & Rejected,None,-8.681139,x0397,,active-noncovalent
c1cc(ccc1NC(=O)C[NH+]2CCCC2)F,x1050,x1050,Mpro-x1050,Z2856434942,OK: Clear:Normal,success,1.98,7 - Analysed & Rejected,None,-8.676518,x0161,,active-noncovalent
c1cc(ccc1NC(=O)C[NH+]2CCCC2)F,x0440,x0440,Mpro-x0440,Z2856434942,OK: No comment:No comment,success,2.51,7 - Analysed & Rejected,None,-8.676518,x0161,,active-noncovalent
C[C@H]1C[C@@H](C[N@@H+]1C)C(=O)OC(C)(C)C,x0864,x0864,Mpro-x0864,POB0069,OK: Clear:Normal,success,1.91,7 - Analysed & Rejected,None,-8.672071,x0195,,active-noncovalent
c1cc(ccc1CC(=O)Nc2ccc(cc2)F)F,x0474,x0474,Mpro-x0474,Z27805986,OK: No comment:No comment,success,1.74,7 - Analysed & Rejected,None,-8.669066,x1093,,active-noncovalent
c1ccc2c(c1)cncc2CC(=O)Nc3cccc(c3)C#N,x2574,x2574,Mpro-x2574,Z4444622023,OK: No comment:No comment,success,2.28,7 - Analysed & Rejected,None,-8.666809,x0831,,active-covalent
c1ccc2c(c1)c(=O)n(s2)[C@@]3(CCC(=O)O3)C(=O)[O-],x2064,x2064,Mpro-x2064,tfs0352,OK: No comment:No comment,None,None,,None,-8.664088,x0749,,active-covalent
c1ccc(cc1)NC(=O)c2cc(ccc2O)Cl,x2655,x2655,Mpro-x2655,Z56871780,OK: Precipitated:No comment,success,2.07,7 - Analysed & Rejected,None,-8.661772,x0749,,active-covalent
c1ccc(cc1)NC(=O)c2cc(ccc2O)Cl,x2487,x2487,Mpro-x2487,Z56871780,OK: Crystalline:Normal,success,2.85,7 - Analysed & Rejected,None,-8.661772,x0749,,active-covalent
CC[NH+]1CCN(CC1)C(=O)NC2CCCCC2,x0410,x0410,Mpro-x0410,Z2856434830,OK: No comment:No comment,success,3.11,7 - Analysed & Rejected,None,-8.660185,x0678,,active-noncovalent
CC[NH+]1CCN(CC1)C(=O)NC2CCCCC2,x1107,x1107,Mpro-x1107,Z2856434830,OK: No comment:No comment,success,1.67,7 - Analysed & Rejected,None,-8.660185,x0678,,active-noncovalent
c1ccc(cc1)[C@@H](Cn2cccn2)NC(=O)CCc3cn[nH]n3,x2623,x2623,Mpro-x2623,Z2771389038,OK: No comment:No comment,Failed - low resolution,4.18,,None,-8.655871,x0678,,active-noncovalent
COc1ccc(cc1)NCc2ccc(cc2)F,x0371,x0371,Mpro-x0371,Z57328997,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-8.655661,x1093,,active-noncovalent
Cc1ccccc1NC2CCN(CC2)c3ccc(cc3)S(=O)(=O)N,x2607,x2607,Mpro-x2607,Z3075835921,OK: No comment:No comment,success,1.88,7 - Analysed & Rejected,None,-8.649417,x0072,,active-noncovalent
C=CC(=O)N1CCN(CC1)C(=O)C23CC4CC(C2)CC(C4)C3,x2031,x2031,Mpro-x2031,PCM-0102682-001,OK: No comment:No comment,success,2.4,7 - Analysed & Rejected,None,-8.649374,x0749,,active-covalent
C=CC(=O)N1CCN(CC1)C(=O)C23CC4CC(C2)CC(C4)C3,x2783,x2783,Mpro-x2783,PCM-0102682-001,OK: Clear:No comment,success,1.64,7 - Analysed & Rejected,None,-8.649374,x0749,,active-covalent
C=CC(=O)N1CCN(CC1)C(=O)C23CC4CC(C2)CC(C4)C3,x2772,x2772,Mpro-x2772,PCM-0102682-001,OK: Clear:No comment,success,1.84,7 - Analysed & Rejected,None,-8.649374,x0749,,active-covalent
c1ccc(cc1)C(=O)N2CCC[C@@H]2C(=O)N3CCOCC3,x2808,x2808,Mpro-x2808,GIA-UNK-d2d-6,OK: Clear:No comment,success,2.42,7 - Analysed & Rejected,None,-8.646894,x1093,,active-noncovalent
c1ccc(c(c1)[C@@H]2COC[C@@H]2CO)F,x0914,x0914,Mpro-x0914,POB0138,OK: No comment:No comment,success,2,7 - Analysed & Rejected,None,-8.640936,x0195,,active-noncovalent
c1ccc(cc1)OCC(=O)Nc2ccccc2O,x0497,x0497,Mpro-x0497,Z68195082,OK: No comment:No comment,success,1.92,7 - Analysed & Rejected,None,-8.639600,x0161,,active-noncovalent
C[NH2+]Cc1ccc(cc1)C(F)(F)F,x0136,x0136,Mpro-x0136,Z2856434809,OK: Clear:Normal,success,2.17,7 - Analysed & Rejected,None,-8.638557,x0195,,active-noncovalent
c1cc(ccc1c2cncnc2N)Cl,x0248,x0248,Mpro-x0248,Z1262398388,OK: No comment:No comment,success,1.62,7 - Analysed & Rejected,None,-8.638306,x0678,,active-noncovalent
Cn1c(ccn1)C(=O)NCc2cccs2,x0433,x0433,Mpro-x0433,Z915492990,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-8.637927,x0678,,active-noncovalent
C[C@@H](c1ccccc1Cl)NS(=O)(=O)C,x0163,x0163,Mpro-x0163,Z133729708,OK: Clear:Normal,success,2.27,7 - Analysed & Rejected,None,-8.637293,x0678,,active-noncovalent
C[C@@H](c1ccccc1Cl)NS(=O)(=O)C,x1186,x1186,Mpro-x1186,Z133729708,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-8.637293,x0678,,active-noncovalent
COc1ccc(cc1)CC(=O)Nc2nncs2,x0679,x0679,Mpro-x0679,Z86416929,Mounted_Clear,success,1.59,7 - Analysed & Rejected,None,-8.629848,x0678,,active-noncovalent
Cc1ccc(cc1)CNC(=O)c2c(ccs2)C,x0491,x0491,Mpro-x0491,Z28429425,OK: No comment:No comment,None,None,,None,-8.628611,x0749,,active-covalent
Cc1nc(on1)C[NH+]2CCC(CC2)CO,x0167,x0167,Mpro-x0167,Z416877194,OK: Clear:Cracked,None,None,,None,-8.624547,x0107,,active-noncovalent
Cc1nccn1Cc2cccc(c2)C#N,x0648,x0648,Mpro-x0648,Z319545618,Mounted_Clear,success,2.13,7 - Analysed & Rejected,None,-8.624096,x0749,,active-covalent
COc1ccc2c(c1)sc(n2)NC(=O)C3CC3,x1089,x1089,Mpro-x1089,Z27678561,OK: Precipitated:No comment,success,1.63,7 - Analysed & Rejected,None,-8.622681,x0749,,active-covalent
COc1ccc2c(c1)sc(n2)NC(=O)C3CC3,x0363,x0363,Mpro-x0363,Z27678561,OK: Precipitated:No comment,success,2.91,7 - Analysed & Rejected,None,-8.622681,x0749,,active-covalent
c1cc(cc(c1)NC(=O)Nc2cc(cnc2)N)C#N,x2863,x2863,Mpro-x2863,Z4444622224,OK: Clear:No comment,success,3.16,7 - Analysed & Rejected,None,-8.612061,x0749,,active-covalent
CCc1ccc(s1)C(=O)NCc2cnn(c2)C,x1283,x1283,Mpro-x1283,Z804566442,OK: No comment:No comment,success,2.78,7 - Analysed & Rejected,None,-8.609312,x0678,,active-noncovalent
CCc1ccc(s1)C(=O)NCc2cnn(c2)C,x0364,x0364,Mpro-x0364,Z804566442,OK: No comment:No comment,success,2.55,7 - Analysed & Rejected,None,-8.609312,x0678,,active-noncovalent
CCc1ccc(s1)C(=O)NCc2cnn(c2)C,x1054,x1054,Mpro-x1054,Z804566442,OK: Clear:Normal,success,1.84,7 - Analysed & Rejected,None,-8.609312,x0678,,active-noncovalent
COCC(=O)NCc1[nH]c2ccccc2n1,x0674,x0674,Mpro-x0674,Z111529496,Mounted_Clear,success,2.36,7 - Analysed & Rejected,None,-8.607532,x0195,,active-noncovalent
CNC(=O)NCc1c(cccc1Cl)F,x0096,x0096,Mpro-x0096,Z933840894,OK: No comment:No comment,success,2.16,7 - Analysed & Rejected,None,-8.605600,x0678,,active-noncovalent
C[NH+]1CCN(CC1)C(=O)[C@H]2CCCO2,x0603,x0603,Mpro-x0603,Z31432964,OK: No comment:No comment,Failed - low resolution,3.58,,None,-8.601013,x0195,,active-noncovalent
C[NH+]1CCN(CC1)C(=O)[C@H]2CCCO2,x1263,x1263,Mpro-x1263,Z31432964,OK: No comment:No comment,success,1.45,7 - Analysed & Rejected,None,-8.601013,x0195,,active-noncovalent
c1cc(cc(c1)Cl)C(=O)Nc2ccon2,x1246,x1246,Mpro-x1246,Z86622311,OK: Precipitated:No comment,success,1.52,7 - Analysed & Rejected,None,-8.600665,x0749,,active-covalent
c1cc(cc(c1)Cl)C(=O)Nc2ccon2,x0368,x0368,Mpro-x0368,Z86622311,OK: Precipitated:No comment,Failed - low resolution,4.89,,None,-8.600665,x0749,,active-covalent
C[C@H]1COCC[N@@H+]1Cc2ccccc2F,x0370,x0370,Mpro-x0370,Z369042042,OK: No comment:Cracked,success,2.1,7 - Analysed & Rejected,None,-8.597687,x0678,,active-noncovalent
C[NH+]1CCN(CC1)C(=O)Nc2ccccc2,x0165,x0165,Mpro-x0165,Z2856434890,OK: Clear:Normal,success,2.26,6 - Deposited,5RGG,-8.596467,x0749,,active-covalent
C[C@@H]1CN(CCO1)C(=O)c2cnccn2,x1195,x1195,Mpro-x1195,Z212851096,OK: No comment:No comment,success,1.51,7 - Analysed & Rejected,None,-8.595640,x0107,,active-noncovalent
C[C@@H]1CN(CCO1)C(=O)c2cnccn2,x0196,x0196,Mpro-x0196,Z212851096,OK: Clear:Normal,success,2.55,7 - Analysed & Rejected,None,-8.595640,x0107,,active-noncovalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x1446,x1446,Mpro-x1446,PCM-0102786,OK: No comment:No comment,success,2.12,7 - Analysed & Rejected,None,-8.591765,x0749,,active-covalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x1305,x1305,Mpro-x1305,PCM-0102786,OK: No comment:No comment,success,2.03,7 - Analysed & Rejected,None,-8.591765,x0749,,active-covalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x1343,x1343,Mpro-x1343,PCM-0102786,OK: No comment:No comment,success,1.81,7 - Analysed & Rejected,None,-8.591765,x0749,,active-covalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x0715,x0715,Mpro-x0715,PCM-0102786,OK: Clear:Normal,success,1.72,7 - Analysed & Rejected,None,-8.591765,x0749,,active-covalent
CC(C)(C)OC(=O)N1CCN(CC1)C(=O)CCl,x0789,x0789,Mpro-x0789,PCM-0102786,OK: Clear:Normal,success,2.39,7 - Analysed & Rejected,None,-8.591765,x0749,,active-covalent
CCC1CCC(CC1)[NH2+]C[C@H]2CCCO2,x0375,x0375,Mpro-x0375,Z2856434866,OK: No comment:Cracked,success,1.83,7 - Analysed & Rejected,None,-8.591557,x1093,,active-noncovalent
COCC(=O)Nc1nc(cs1)c2ccccc2,x0263,x0263,Mpro-x0263,Z62645406,OK: No comment:No comment,success,1.46,7 - Analysed & Rejected,None,-8.575462,x0749,,active-covalent
CC1(CN(C[C@@H]1O)c2c(cccn2)F)C,x0458,x0458,Mpro-x0458,Z1929757385,OK: No comment:No comment,success,2.28,7 - Analysed & Rejected,None,-8.574858,x0749,,active-covalent
CC1(CN(C[C@@H]1O)c2c(cccn2)F)C,x1197,x1197,Mpro-x1197,Z1929757385,OK: No comment:No comment,success,1.59,7 - Analysed & Rejected,None,-8.574858,x0749,,active-covalent
c1cc(c(cc1Cl)N(=O)=O)N2CCN(CC2)C(=O)CCl,x0768,x0768,Mpro-x0768,PCM-0102125,OK: Clear:Normal,success,2.27,7 - Analysed & Rejected,None,-8.574430,x0749,,active-covalent
c1cc(c(cc1Cl)N(=O)=O)N2CCN(CC2)C(=O)CCl,x1419,x1419,Mpro-x1419,PCM-0102125,OK: No comment:No comment,success,1.85,7 - Analysed & Rejected,None,-8.574430,x0749,,active-covalent
c1cc(c(cc1Cl)N(=O)=O)N2CCN(CC2)C(=O)CCl,x0694,x0694,Mpro-x0694,PCM-0102125,OK: Clear:Normal,success,2.01,7 - Analysed & Rejected,None,-8.574430,x0749,,active-covalent
c1cc(ncc1N2CCCOCC2)C#N,x1048,x1048,Mpro-x1048,Z1348371854,OK: Clear:Normal,success,1.86,7 - Analysed & Rejected,None,-8.573239,x0749,,active-covalent
c1cc(ncc1N2CCCOCC2)C#N,x1077,x1077,Mpro-x1077,Z1348371854,OK: Clear:Normal,success,1.45,6 - Deposited,5RF6,-8.573239,x0749,,active-covalent
c1cc(ncc1N2CCCOCC2)C#N,x0421,x0421,Mpro-x0421,Z1348371854,OK: No comment:No comment,success,2.74,7 - Analysed & Rejected,None,-8.573239,x0749,,active-covalent
C[C@@H](c1ccc(cc1)S(=O)(=O)NC)NC(=O)[C@@H]2CC2=C,x2578,x2578,Mpro-x2578,Z2798213615,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-8.562788,x0195,,active-noncovalent
Cc1ccc(c(c1)NC(=O)Nn2cnnc2)OC,x0529,x0529,Mpro-x0529,Z2234920345,OK: No comment:No comment,success,1.99,7 - Analysed & Rejected,None,-8.562340,x0678,,active-noncovalent
Cc1ccc(cc1)CN2CCS(=O)(=O)CC2,x0386,x0386,Mpro-x0386,Z2856434929,OK: No comment:No comment,success,2.02,7 - Analysed & Rejected,None,-8.557223,x0749,,active-covalent
COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2cccc3,x2621,x2621,Mpro-x2621,Z57980660,OK: No comment:No comment,success,1.95,7 - Analysed & Rejected,None,-8.549057,x1093,,active-noncovalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x1389,x1389,Mpro-x1389,PCM-0102243,OK: No comment:No comment,success,2.34,7 - Analysed & Rejected,None,-8.544258,x0831,,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x2779,x2779,Mpro-x2779,Z147647874,OK: Clear:No comment,success,1.51,6 - Deposited,5RHA,-8.544258,x0831,,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x2765,x2765,Mpro-x2765,Z147647874,OK: Clear:No comment,success,1.79,7 - Analysed & Rejected,None,-8.544258,x0831,,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x0767,x0767,Mpro-x0767,PCM-0102243,OK: Clear:Normal,success,1.87,7 - Analysed & Rejected,None,-8.544258,x0831,,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x2624,x2624,Mpro-x2624,Z147647874,OK: No comment:No comment,success,1.55,7 - Analysed & Rejected,None,-8.544258,x0831,,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x1418,x1418,Mpro-x1418,PCM-0102243,OK: No comment:No comment,success,1.43,6 - Deposited,5RFW,-8.544258,x0831,,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x2729,x2729,Mpro-x2729,Z147647874,OK: Clear:No comment,success,1.66,7 - Analysed & Rejected,None,-8.544258,x0831,,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x1437,x1437,Mpro-x1437,PCM-0102243,OK: No comment:No comment,success,1.78,7 - Analysed & Rejected,None,-8.544258,x0831,,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x1486,x1486,Mpro-x1486,PCM-0102243,OK: No comment:No comment,success,2.39,7 - Analysed & Rejected,None,-8.544258,x0831,,active-covalent
c1cc(sc1)C[NH+]2CCN(CC2)C(=O)CCl,x0693,x0693,Mpro-x0693,PCM-0102243,OK: Clear:Normal,success,1.84,7 - Analysed & Rejected,None,-8.544258,x0831,,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x0762,x0762,Mpro-x0762,PCM-0102739,OK: Clear:Normal,success,2.08,7 - Analysed & Rejected,None,-8.542832,x0831,,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x1386,x1386,Mpro-x1386,PCM-0102739,OK: No comment:No comment,success,1.7,6 - Deposited,5RFS,-8.542832,x0831,,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x2625,x2625,Mpro-x2625,Z2608820553,OK: Bad Dispense:No comment,success,1.51,7 - Analysed & Rejected,None,-8.542832,x0831,,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x2743,x2743,Mpro-x2743,Z2608820553,OK: Clear:No comment,success,1.59,6 - Deposited,None,-8.542832,x0831,,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x1485,x1485,Mpro-x1485,PCM-0102739,OK: No comment:No comment,success,1.81,7 - Analysed & Rejected,None,-8.542832,x0831,,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x2730,x2730,Mpro-x2730,Z2608820553,OK: Clear:No comment,success,1.9,7 - Analysed & Rejected,None,-8.542832,x0831,,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x1415,x1415,Mpro-x1415,PCM-0102739,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-8.542832,x0831,,active-covalent
c1cscc1C[NH+]2CCN(CC2)C(=O)CCl,x0688,x0688,Mpro-x0688,PCM-0102739,OK: Clear:Normal,success,2.15,7 - Analysed & Rejected,None,-8.542832,x0831,,active-covalent
Cc1ccc(nc1)NC(=O)[C@H]2CCCO2,x1210,x1210,Mpro-x1210,Z71580604,OK: No comment:No comment,success,1.37,7 - Analysed & Rejected,None,-8.540951,x0749,,active-covalent
Cc1ccc(nc1)NC(=O)[C@H]2CCCO2,x0361,x0361,Mpro-x0361,Z71580604,OK: No comment:No comment,success,3.39,7 - Analysed & Rejected,None,-8.540951,x0749,,active-covalent
CC(=O)Nc1ccc(cc1)CC(=O)N,x0087,x0087,Mpro-x0087,Z87615031,OK: No comment:No comment,success,2.22,7 - Analysed & Rejected,None,-8.540783,x1385,,active-covalent
c1cc(oc1)C(=O)NCCc2ccc(cc2)F,x0444,x0444,Mpro-x0444,Z26769872,OK: No comment:No comment,success,1.45,7 - Analysed & Rejected,None,-8.540394,x0678,,active-noncovalent
COc1ccnc(c1)NC(=O)Cc2ccc3ccccc3c2,x2581,x2581,Mpro-x2581,Z1535580916,OK: Precipitated:No comment,success,1.98,6 - Deposited,5RGY,-8.538442,x0104,,active-noncovalent
Cc1nc(c(s1)NC(=O)OC)c2ccccc2,x1235,x1235,Mpro-x1235,Z979145504,OK: No comment:No comment,success,1.4,6 - Deposited,5RFC,-8.534267,x0434,,active-noncovalent
Cc1ccccc1C[NH+]2CCN(CC2)C(=O)[C@H](C(C)C)F,x2592,x2592,Mpro-x2592,Z1786577487,OK: No comment:No comment,success,1.97,7 - Analysed & Rejected,None,-8.529145,x1093,,active-noncovalent
CCCn1c2ccccc2nc1NC(=O)CC,x0681,x0681,Mpro-x0681,Z29077827,Mounted_Clear,success,1.92,7 - Analysed & Rejected,None,-8.521357,x0195,,active-noncovalent
Cc1c(c(on1)C)C(=O)NCCC2=CCCCC2,x0357,x0357,Mpro-x0357,Z69092635,OK: No comment:No comment,success,2.74,7 - Analysed & Rejected,None,-8.515441,x0678,,active-noncovalent
Cc1c(c(on1)C)C(=O)NCCC2=CCCCC2,x1075,x1075,Mpro-x1075,Z69092635,OK: Clear:Normal,success,1.82,7 - Analysed & Rejected,None,-8.515441,x0678,,active-noncovalent
C[NH2+]C[C@H]1COc2ccccc2O1,x0225,x0225,Mpro-x0225,Z1891773476,OK: Clear:Cracked,Failed - low resolution,3.92,,None,-8.505136,x0195,,active-noncovalent
C[NH2+]C[C@H]1COc2ccccc2O1,x1242,x1242,Mpro-x1242,Z1891773476,OK: No comment:No comment,success,1.75,7 - Analysed & Rejected,None,-8.505136,x0195,,active-noncovalent
C[N@@H+]1CC[C@H]2[C@@]1(C2)c3cccc(n3)COC,x0925,x0925,Mpro-x0925,POB0156,OK: No comment:Cracked,Failed - low resolution,3.51,,None,-8.504783,x0195,,active-noncovalent
C[C@H](c1ccc(cc1)c2cncnc2)[NH3+],x0092,x0092,Mpro-x0092,Z1696822287,OK: No comment:No comment,success,2.42,7 - Analysed & Rejected,None,-8.504209,x0104,,active-noncovalent
C[C@H](c1ccc(cc1)c2cncnc2)[NH3+],x1190,x1190,Mpro-x1190,Z1696822287,OK: No comment:No comment,success,2.31,7 - Analysed & Rejected,None,-8.504209,x0104,,active-noncovalent
C[NH2+][C@H]1CCC[N@](C1)c2cccnn2,x0067,x0067,Mpro-x0067,Z1139246057,OK: No comment:No comment,success,2.5,7 - Analysed & Rejected,None,-8.504120,x0387,,active-noncovalent
C[NH+](C)CCN1C(=O)c2ccccc2C1=O,x0271,x0271,Mpro-x0271,Z2856434895,OK: Precipitated:No comment,success,1.62,7 - Analysed & Rejected,None,-8.498603,x0195,,active-noncovalent
Cc1cccc(n1)NC(=O)[C@@H]2CCC[NH2+]2,x1179,x1179,Mpro-x1179,Z1267881672,OK: No comment:No comment,success,2.07,7 - Analysed & Rejected,None,-8.494068,x1093,,active-noncovalent
Cc1cccc(n1)NC(=O)[C@@H]2CCC[NH2+]2,x0420,x0420,Mpro-x0420,Z1267881672,OK: No comment:Cracked,success,2.17,7 - Analysed & Rejected,None,-8.494068,x1093,,active-noncovalent
COc1ccc(cc1)N2C[C@H](CC2=O)C(=O)N,x0068,x0068,Mpro-x0068,Z57324924,OK: No comment:No comment,success,1.81,7 - Analysed & Rejected,None,-8.492237,x0749,,active-covalent
COc1ccc(cc1)N2C[C@H](CC2=O)C(=O)N,x1153,x1153,Mpro-x1153,Z57324924,OK: No comment:No comment,success,1.56,7 - Analysed & Rejected,None,-8.492237,x0749,,active-covalent
c1cc(c(cc1C#N)F)N2CC[NH2+]CC2,x0591,x0591,Mpro-x0591,Z939944666,OK: Phase Separation:No comment,success,1.79,7 - Analysed & Rejected,None,-8.490660,x0749,,active-covalent
c1ccc(cc1)c2cc(on2)C[NH3+],x0151,x0151,Mpro-x0151,Z425449682,OK: Clear:Normal,success,2.12,7 - Analysed & Rejected,None,-8.486247,x0161,,active-noncovalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x2750,x2750,Mpro-x2750,PG-COV-2,OK: Clear:No comment,None,None,,None,-8.482620,x0749,,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x0814,x0814,Mpro-x0814,PCM-0102219,OK: Clear:Normal,success,1.89,7 - Analysed & Rejected,None,-8.482620,x0749,,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x0760,x0760,Mpro-x0760,PCM-0102219,OK: Clear:Normal,success,2.22,7 - Analysed & Rejected,None,-8.482620,x0749,,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x2050,x2050,Mpro-x2050,PG-COV-2,OK: No comment:No comment,success,1.87,7 - Analysed & Rejected,None,-8.482620,x0749,,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x1456,x1456,Mpro-x1456,PCM-0102219,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-8.482620,x0749,,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x2725,x2725,Mpro-x2725,PG-COV-2,OK: Clear:No comment,success,1.78,7 - Analysed & Rejected,None,-8.482620,x0749,,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x1357,x1357,Mpro-x1357,PCM-0102219,OK: No comment:No comment,success,2.71,7 - Analysed & Rejected,None,-8.482620,x0749,,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x0740,x0740,Mpro-x0740,PCM-0102219,OK: Clear:Normal,success,2.14,7 - Analysed & Rejected,None,-8.482620,x0749,,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x0686,x0686,Mpro-x0686,PCM-0102219,OK: Clear:Normal,success,1.96,7 - Analysed & Rejected,None,-8.482620,x0749,,active-covalent
c1ccc(cc1)NC(=O)C2CCN(CC2)C(=O)CCl,x2768,x2768,Mpro-x2768,PG-COV-2,OK: Clear:No comment,success,1.9,7 - Analysed & Rejected,None,-8.482620,x0749,,active-covalent
c1cc(ccc1N2CCC(CC2)[C@@H]3CCCO3)S(=O)(=O)N,x2855,x2855,Mpro-x2855,WAR-XCH-b72-18,OK: Clear:No comment,success,2.29,7 - Analysed & Rejected,None,-8.482540,x0161,,active-noncovalent
c1ccc(c(c1)CNc2c[nH]nc2)F,x0111,x0111,Mpro-x0111,Z1454310449,OK: Clear:Normal,success,1.92,7 - Analysed & Rejected,None,-8.482352,x0749,,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x1339,x1339,Mpro-x1339,PCM-0102987,OK: No comment:No comment,success,2.32,7 - Analysed & Rejected,None,-8.473181,x0749,,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x0704,x0704,Mpro-x0704,PCM-0102987,OK: Clear:Normal,success,2.3,7 - Analysed & Rejected,None,-8.473181,x0749,,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x1422,x1422,Mpro-x1422,PCM-0102987,OK: No comment:No comment,success,1.7,7 - Analysed & Rejected,None,-8.473181,x0749,,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x1441,x1441,Mpro-x1441,PCM-0102987,OK: No comment:No comment,success,2.21,7 - Analysed & Rejected,None,-8.473181,x0749,,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x0778,x0778,Mpro-x0778,PCM-0102987,OK: Clear:Normal,success,1.59,7 - Analysed & Rejected,None,-8.473181,x0749,,active-covalent
CN(Cc1cccc(c1)C(F)(F)F)C(=O)CCl,x1471,x1471,Mpro-x1471,PCM-0102987,OK: No comment:No comment,success,2.17,7 - Analysed & Rejected,None,-8.473181,x0749,,active-covalent
CCn1cc(cn1)C(=O)NCc2ccc(cc2)F,x0374,x0374,Mpro-x0374,Z1203107138,OK: No comment:No comment,success,2.21,7 - Analysed & Rejected,None,-8.473101,x0161,,active-noncovalent
Cc1ccc(c(c1)O)NC(=O)c2ccccc2C,x0515,x0515,Mpro-x0515,Z33452282,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-8.473072,x1093,,active-noncovalent
Cc1cccc(n1)[N@]2CC[NH2+][C@@H](C2)C,x0537,x0537,Mpro-x0537,Z1267885772,OK: No comment:No comment,success,2.36,7 - Analysed & Rejected,None,-8.469460,x0195,,active-noncovalent
