SMILES,TITLE,fragments,CrystalName,CompoundCode,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,Deposition_PDB_ID,Hybrid2,docked_fragment,Mpro-x2643_dock,site,run
C[C@]1(CCC[N@]1S(=O)(=O)C)C#N,x0868,x0868,Mpro-x0868,POB0006,OK: Clear:Normal,success,1.98,7 - Analysed & Rejected,None,-5.131271,x1385,,active-covalent,RUN629
CC(C)(CNC(=O)CCl)O,x0750,x0750,Mpro-x0750,PCM-0102554,OK: Clear:Normal,success,1.82,7 - Analysed & Rejected,None,-5.081408,x1311,,active-covalent,RUN630
C1C(CS1(=O)=O)O,x1012,x1012,Mpro-x1012,Z3241250482,OK: No comment:Cracked,success,1.74,6 - Deposited,5RF5,-5.052479,x0678,,active-noncovalent,RUN631
C1CONC1=O,x1013,x1013,Mpro-x1013,Z3235036808,OK: No comment:No comment,success,1.75,7 - Analysed & Rejected,None,-5.015898,x0678,,active-noncovalent,RUN632
CC1(CC1)c2ccc(cc2)N([C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Cl)C(=O)C=C,x2841,x2841,Mpro-x2841,Z4444602570,OK: Clear:No comment,Failed - low resolution,3.83,,None,-5.000449,x0831,,active-covalent,RUN633
CC1(CC1)c2ccc(cc2)N([C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Br)C(=O)C=C,x2869,x2869,Mpro-x2869,Z4444602583,OK: Clear:No comment,success,2.51,7 - Analysed & Rejected,None,-4.995249,x0749,,active-covalent,RUN634
CNc1c(nccn1)C#N,x0277,x0277,Mpro-x0277,Z1896597864,OK: Crystalline:No comment,success,2.67,7 - Analysed & Rejected,None,-4.984582,x1334,,active-covalent,RUN635
CNc1c(nccn1)C#N,x1286,x1286,Mpro-x1286,Z1896597864,OK: No comment:No comment,success,2.11,7 - Analysed & Rejected,None,-4.984582,x1334,,active-covalent,RUN636
CNc1c(nccn1)C#N,x1070,x1070,Mpro-x1070,Z1896597864,OK: Clear:Normal,success,1.73,7 - Analysed & Rejected,None,-4.984582,x1334,,active-covalent,RUN637
C1CNC(=O)N1,x1031,x1031,Mpro-x1031,Z1741976468,OK: No comment:Cracked,success,1.54,7 - Analysed & Rejected,None,-4.983652,x0397,,active-noncovalent,RUN638
C1CS(=O)(=O)N1,x0998,x0998,Mpro-x0998,Z425449766,OK: No comment:No comment,success,1.73,7 - Analysed & Rejected,None,-4.858508,x0678,,active-noncovalent,RUN639
C1CC1CO,x1004,x1004,Mpro-x1004,Z1259087003,OK: No comment:No comment,success,3.4,7 - Analysed & Rejected,None,-4.841540,x0678,,active-noncovalent,RUN640
C1CC[NH2+]C1,x0994,x0994,Mpro-x0994,Z57834050,OK: No comment:No comment,success,2.35,7 - Analysed & Rejected,None,-4.789069,x1392,,active-covalent,RUN641
C=CC(=O)N(c1ccc(cc1)C(F)(F)F)[C@H](c2cccnc2)C(=O)Nc3ccccc3Br,x2699,x2699,Mpro-x2699,Z4438424211,OK: No comment:No comment,success,2.07,7 - Analysed & Rejected,None,-4.750962,x1380,,active-covalent,RUN642
C1CNCC[NH2+]1,x0996,x0996,Mpro-x0996,Z1245537944,OK: No comment:No comment,success,1.96,7 - Analysed & Rejected,None,-4.675085,x0354,,active-noncovalent,RUN643
COc1cc(cc(c1OC)OC)NC(=O)C2CCN(CC2)C(=O)CCl,x2748,x2748,Mpro-x2748,PG-COV-3,OK: Clear:No comment,success,2.45,7 - Analysed & Rejected,None,-4.657787,x0831,,active-covalent,RUN644
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(F)(F)F)C(=O)C=C)C,x2679,x2679,Mpro-x2679,Z4439011578,OK: Precipitated:No comment,success,1.87,7 - Analysed & Rejected,None,-4.642575,x0831,,active-covalent,RUN645
C1CS(=O)(=O)C1,x1047,x1047,Mpro-x1047,Z3234823734,OK: No comment:No comment,success,2.8,7 - Analysed & Rejected,None,-4.558659,x0195,,active-noncovalent,RUN646
Cc1c(cccc1F)NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(C)(C)C)C(=O)C=C,x2867,x2867,Mpro-x2867,Z4444602590,OK: Clear:No comment,success,2.69,7 - Analysed & Rejected,None,-4.508196,x1380,,active-covalent,RUN647
c1ccc2c(c1)c3ccc(cc3[nH]2)NC(=O)C4CCN(CC4)C(=O)CCl,x2043,x2043,Mpro-x2043,PG-COV-6,OK: No comment:No comment,success,1.56,7 - Analysed & Rejected,None,-4.445636,x0749,,active-covalent,RUN648
c1ccc2c(c1)c3ccc(cc3[nH]2)NC(=O)C4CCN(CC4)C(=O)CCl,x2740,x2740,Mpro-x2740,PG-COV-6,OK: Clear:No comment,success,1.66,6 - Deposited,None,-4.445636,x0749,,active-covalent,RUN649
c1ccc2c(c1)c3ccc(cc3[nH]2)NC(=O)C4CCN(CC4)C(=O)CCl,x2722,x2722,Mpro-x2722,PG-COV-6,OK: Clear:No comment,success,2.8,7 - Analysed & Rejected,None,-4.445636,x0749,,active-covalent,RUN650
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)SC)C(=O)C=C)OC,x2682,x2682,Mpro-x2682,Z4438424250,OK: Precipitated:No comment,success,1.84,7 - Analysed & Rejected,None,-4.433858,x0831,,active-covalent,RUN651
c1conc1C#N,x1016,x1016,Mpro-x1016,Z1436620465,OK: No comment:Cracked,Failed - low resolution,4.26,,None,-4.392566,x1382,,active-covalent,RUN652
c1ccc(cc1)n2ccc(n2)NC(=O)C3CCN(CC3)C(=O)CCl,x2046,x2046,Mpro-x2046,PG-COV-19,OK: No comment:No comment,success,1.73,7 - Analysed & Rejected,None,-4.196924,x1334,,active-covalent,RUN653
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,x2778,x2778,Mpro-x2778,Z4438424285,OK: Clear:No comment,success,2.08,7 - Analysed & Rejected,None,-4.042912,x0831,,active-covalent,RUN654
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,x2691,x2691,Mpro-x2691,Z4438424285,OK: Precipitated:No comment,success,1.88,7 - Analysed & Rejected,None,-4.042912,x0831,,active-covalent,RUN655
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3cc(on3)C(C)(C)C)C(=O)C=C,x2700,x2700,Mpro-x2700,Z4439011525,OK: Precipitated:No comment,success,2.02,7 - Analysed & Rejected,None,-4.035255,x1380,,active-covalent,RUN656
C(C#N)C(=O)N,x1009,x1009,Mpro-x1009,Z56896153,OK: No comment:Melted,success,1.89,7 - Analysed & Rejected,None,-3.994624,x1382,,active-covalent,RUN657
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccccc3Br)C(=O)C=C,x2696,x2696,Mpro-x2696,Z4438424214,OK: No comment:No comment,success,1.73,7 - Analysed & Rejected,None,-3.970939,x1392,,active-covalent,RUN658
C1CC1C#N,x1033,x1033,Mpro-x1033,Z1245735215,OK: No comment:No comment,Failed - low resolution,3.89,,None,-3.752737,x0708,,active-covalent,RUN659
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(nc3)C(C)C)C(=O)C=C)C,x2703,x2703,Mpro-x2703,Z4439011588,OK: No comment:No comment,success,1.6,6 - Deposited,5RH6,-3.682618,x1392,,active-covalent,RUN660
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)C=C)C,x2692,x2692,Mpro-x2692,Z4439011582,OK: Precipitated:No comment,success,2.13,7 - Analysed & Rejected,None,-3.652820,x0831,,active-covalent,RUN661
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)[C@H](C)OC)C(=O)C=C)OC,x2687,x2687,Mpro-x2687,Z4438424255,OK: No comment:No comment,success,2.6,7 - Analysed & Rejected,None,-3.603661,x1418,,active-covalent,RUN662
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)[C@H](C)OC)C(=O)C=C)OC,x2776,x2776,Mpro-x2776,Z4438424255,OK: Clear:No comment,success,1.91,6 - Deposited,5RH9,-3.603661,x1418,,active-covalent,RUN663
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3ccc(c(c3)C)N(C)C)C(=O)C=C,x2701,x2701,Mpro-x2701,Z4438424264,OK: No comment:No comment,success,2.04,7 - Analysed & Rejected,None,-3.552167,x1380,,active-covalent,RUN664
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(F)(F)F)C(=O)C=C)OC,x2472,x2472,Mpro-x2472,Z4438424251,OK: Precipitated:Normal,success,2.09,7 - Analysed & Rejected,None,-3.529982,x1380,,active-covalent,RUN665
CCc1cccc(c1)NC(=O)[C@@H](c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)C=C,x2473,x2473,Mpro-x2473,Z4438424262,OK: Precipitated:Normal,success,2.66,7 - Analysed & Rejected,None,-3.529699,x0749,,active-covalent,RUN666
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3ccc(nc3)C(C)C)C(=O)C=C)OC,x2711,x2711,Mpro-x2711,Z4439011523,OK: Precipitated:No comment,success,1.95,7 - Analysed & Rejected,None,-3.504733,x1380,,active-covalent,RUN667
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Br)C(=O)C=C,x2763,x2763,Mpro-x2763,Z4439011560,OK: Clear:No comment,success,2.14,7 - Analysed & Rejected,None,-3.499897,x0831,,active-covalent,RUN668
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Br)C(=O)C=C,x2698,x2698,Mpro-x2698,Z4439011560,OK: Precipitated:No comment,success,1.99,7 - Analysed & Rejected,None,-3.499897,x0831,,active-covalent,RUN669
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(c(c3)C)N(C)C)C(=O)C=C)C,x2685,x2685,Mpro-x2685,Z4439011586,OK: Precipitated:No comment,success,1.84,7 - Analysed & Rejected,None,-3.483134,x0749,,active-covalent,RUN670
CSc1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,x2709,x2709,Mpro-x2709,Z4438424281,OK: No comment:No comment,success,1.81,7 - Analysed & Rejected,None,-3.232907,x0770,,active-covalent,RUN671
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)OC)C(=O)C=C,x2780,x2780,Mpro-x2780,Z4439011547,OK: Clear:No comment,success,1.85,7 - Analysed & Rejected,None,-3.120221,x1418,,active-covalent,RUN672
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)C(C)(C)C)C(=O)C=C)C,x2868,x2868,Mpro-x2868,Z4444602585,OK: Clear:No comment,success,2.27,7 - Analysed & Rejected,None,-2.927537,x0692,,active-covalent,RUN673
Cc1cc(ccc1N(C)C)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3C)OC)C(=O)C=C,x2714,x2714,Mpro-x2714,Z4438424254,OK: No comment:No comment,success,2.57,7 - Analysed & Rejected,None,-2.911081,x1392,,active-covalent,RUN674
Cc1cccc(c1OCC(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@H](Cc3ccccc3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O)C,x2502,x2502,Mpro-x2502,Z2235801862,OK: Precipitated:Normal,success,3.06,7 - Analysed & Rejected,None,-2.535317,x0104,,active-noncovalent,RUN675
Cc1cccc(c1OCC(=O)N[C@@H](Cc2ccccc2)[C@H](C[C@H](Cc3ccccc3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O)C,x2670,x2670,Mpro-x2670,Z2235801862,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-2.535317,x0104,,active-noncovalent,RUN676
CCc1cccc(c1NC(=O)[C@@H](c2cccnc2)N(c3ccc(cc3)[C@H](C)OC)C(=O)C=C)C,x2686,x2686,Mpro-x2686,Z4439011587,OK: No comment:No comment,success,2.04,7 - Analysed & Rejected,None,-2.493143,x0692,,active-covalent,RUN677
CC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)OC)C(=O)C=C,x2864,x2864,Mpro-x2864,Z4444602576,OK: Clear:No comment,success,2.92,7 - Analysed & Rejected,None,-2.073396,x0749,,active-covalent,RUN678
CC(C)c1nc(cs1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C[C@@H]([C@H](Cc3ccccc3)NC(=O)OCc4cncs4)O,x2668,x2668,Mpro-x2668,Z1521553599,OK: No comment:No comment,success,1.83,7 - Analysed & Rejected,None,0.619766,x0104,,active-noncovalent,RUN679
