compound_name,compound_structure,measurement,qualifier,reassigned_structure 
RUB-POS-1325a9ea-12,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2[nH]nc3,5.7,=,
RUB-POS-1325a9ea-7,c1ccc2c(c1)CNC(=O)C2NC(=O)Cc3cccc(c3)Cl,4,<,
RUB-POS-1325a9ea-5,Cc1cccc2c1cncc2NC(=O)Cc3cccc(c3)Cl,4,<,
RUB-POS-1325a9ea-4,Cc1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,6.3,=,
JIN-POS-6dc588a4-24,c1ccc2c(c1)c(cnc2C#N)NC(=O)Cc3cccc(c3)Cl,4.2,=,
JIN-POS-6dc588a4-23,COc1c2ccccc2c(cn1)NC(=O)Cc3cccc(c3)Cl,4,<,
JIN-POS-6dc588a4-22,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccs3,6.4,=,
JIN-POS-6dc588a4-21,c1ccc2c(c1)c(c(cn2)O)NC(=O)Cc3cccc(c3)Cl,5.1,=,
JIN-POS-6dc588a4-20,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2NCCC3,4.4,=,
JIN-POS-6dc588a4-14,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2[nH]cc3,5.7,=,
JIN-POS-6dc588a4-13,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccc3F,6.1,=,
JIN-POS-6dc588a4-12,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cc[nH]3,5.2,=,
JIN-POS-6dc588a4-11,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2ccc(c3)F,5.8,=,
JIN-POS-6dc588a4-10,c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2nccn3,4.1,=,
JIN-POS-6dc588a4-9,c1ccn2c(c1)c(cn2)NC(=O)Cc3cccc(c3)Cl,4.9,=,
JIN-POS-6dc588a4-8,c1ccc2c(c1)c(no2)NC(=O)Cc3cccc(c3)Cl,4,<,
JIN-POS-6dc588a4-7,c1ccc2c(c1)c(ncn2)NC(=O)Cc3cccc(c3)Cl,4,<,
JIN-POS-6dc588a4-6,CC(C)(C)Oc1ccncc1NC(=O)Cc2cccc(c2)Cl,4.6,=,
JIN-POS-6dc588a4-5,c1ccc2c(c1)c(c[nH]2)NC(=O)Cc3cccc(c3)Cl,4,<,
JIN-POS-6dc588a4-3,COc1ccncc1NC(=O)Cc2cccc(c2)Cl,4.7,=,
JIN-POS-6dc588a4-2,c1cc(cc(c1)Cl)CC(=O)Nc2c3cccnc3on2,4,<,
ALP-POS-42f3de95-3,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)N3CCC(CC3)c4cccc(c4)F)C(=O)c5cocn5,5,=,
ALP-POS-42f3de95-2,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3c[nH]cn3)C(=O)c4cocn4,4.8,=,
ALP-POS-42f3de95-1,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3[nH]nnn3)C(=O)c4cocn4,4,<,
ALP-POS-95f71980-38,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)c4nnc5n4CCC5)C(=O)c6cocn6,4,<,
ALP-POS-95f71980-37,CC(C)(c1cccc(c1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4)O,4,<,
ALP-POS-95f71980-36,CC(C)(c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4)S(=O)(=O)C,4.2,=,
ALP-POS-95f71980-35,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)n4cc[nH]c4=O)C(=O)c5cocn5,4.3,=,
ALP-POS-95f71980-34,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)C4CCC(=O)N4)C(=O)c5cocn5,4,<,
ALP-POS-95f71980-33,Cc1nnn(n1)c2ccc(cc2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5cocn5,4.5,=,
ALP-POS-95f71980-28,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)N4CCCS4(=O)=O)C(=O)c5cocn5,4.6,=,
ALP-POS-95f71980-27,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)C4CC(=O)NC(=O)C4)C(=O)c5cocn5,4.3,=,
ALP-POS-95f71980-26,c1ccc(cc1)n2cc(cn2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5cocn5,5.5,=,
ALP-POS-95f71980-25,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cnon4,5.1,=,
ALP-POS-95f71980-24,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cnsn4,4.9,=,
ALP-POS-95f71980-23,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cscn4,6,=,
ALP-POS-95f71980-22,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4[nH]nnn4,4,<,
ALP-POS-95f71980-21,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccno4,6,=,
ALP-POS-95f71980-19,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccnc(n4)N5CCOCC5,4,<,
ALP-POS-95f71980-18,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cc(cc(=O)o4)O,4,<,
ALP-POS-95f71980-16,CC(C)(C)c1cc(no1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,4.3,=,
ALP-POS-95f71980-15,CN1CCCN(C1=O)c2ccc(cc2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5cocn5,4.2,=,
ALP-POS-95f71980-14,CC(C)(C)c1cnc(o1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,4.5,=,
ALP-POS-95f71980-11,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4coc(n4)CS(=O)(=O)C,4.4,=,
ALP-POS-95f71980-10,c1cc(cc(c1)F)CCNC(=O)C(c2cccnc2)N(c3ccc(cc3)N4CCCC4=O)C(=O)c5cocn5,4.1,=,
ALP-POS-95f71980-6,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccc(c(=O)o4)O,4.1,=,
ALP-POS-95f71980-4,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccon4,5.4,=,
ALP-POS-95f71980-3,Cc1cnnn1c2ccc(cc2)N(C(c3cccnc3)C(=O)NCCc4cccc(c4)F)C(=O)c5cocn5,4.5,=,
ALP-POS-95f71980-2,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4ccns4,4.3,=,
MAT-POS-932d1078-7,CC(C)C(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)n2cc/c(=N/O)/[nH]c2=O)O)O,4,<,
MAT-POS-932d1078-6,CCC(CC)COC(=O)[C@H](C)NP(=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)c2ccc3n2ncnc3N)O)O)Oc4ccccc4,4,<,
MAT-POS-932d1078-5,COC[C@@]1(CCOc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,4.8,=,YES
MAT-POS-932d1078-4,COC[C@]1(CCOc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,5.5,=,YES
MAT-POS-932d1078-3,CO[C@]1(CCOc2c1cc(cc2F)F)C(=O)Nc3cncc4c3cccc4,6.7,=,
MAT-POS-932d1078-2,CO[C@@]1(CCOc2c1cc(cc2F)F)C(=O)Nc3cncc4c3cccc4,4.5,=,
MAT-POS-932d1078-1,c1ccc2c(c1)cncc2NC(=O)C3(CCOc4c3cc(cc4)Cl)CNC(=O)C5COCCN5CC(F)(F)F,4.7,=,
ALP-POS-6d96567b-2,c1ccc2c(c1)cncc2N(Cc3c[nH]c(=O)[nH]c3=O)C(=O)C4CCOc5c4ccc(c5)Cl,5.1,=,
ALP-POS-a0a4abd7-1,c1ccc2c(c1)cncc2NC(=O)C3(CCOc4c3ccc(c4)Cl)CNc5c[nH]c(=O)[nH]c5=O,5.3,=,
ALP-UNI-8d415491-6,c1cc2cncc(c2cc1F)NC(=O)C3CCNc4c3cc(c(c4)Cl)Cl,6.6,=,
ALP-UNI-8d415491-5,CS(=O)(=O)c1ccc2cncc(c2c1)NC(=O)C3CCNc4c3cc(c(c4)Cl)Cl,6.3,=,
ALP-UNI-8d415491-4,c1cncc2c1cncc2NC(=O)C3CCNc4c3cc(c(c4)Cl)Cl,6.3,=,
ALP-UNI-8d415491-3,c1cncc2c1c(cnc2)NC(=O)C3CCNc4c3cc(c(c4)Cl)Cl,6,=,
ALP-UNI-8d415491-2,c1c2c(cc(c1Cl)Cl)NCCC2C(=O)Nc3cncc4c3CCCC4,6.6,=,
ALP-UNI-8d415491-1,c1cncc(c1C2CC2)NC(=O)C3CCNc4c3cc(c(c4)Cl)Cl,6,=,
EDJ-MED-cf4b0d25-5,CN(C)C(=O)COCC(=O)NC(c1cccc(c1)Cl)C(=O)Nc2cncc3c2cccc3,5.3,=,
EDJ-MED-cf4b0d25-4,CC(=O)NC(c1cccc(c1)Cl)C(=O)Nc2cncc3c2cccc3,5,=,
EDJ-MED-cf4b0d25-3,c1ccc2c(c1)cncc2NC(=O)C(c3cccc(c3)Cl)NC(=O)[C@@H]4CCCO4,5.6,=,
EDJ-MED-cf4b0d25-2,c1ccc2c(c1)cncc2NC(=O)C(c3cccc(c3)Cl)NC[C@@H]4CC[C@@H](O4)C(=O)N5CCCC5,5.6,=,
EDJ-MED-cf4b0d25-1,c1ccc2c(c1)cncc2NC(=O)C(c3cccc(c3)Cl)NC(=O)COCC(=O)N4CCCC4,5.1,=,
ALP-UNI-c3ef0aba-3,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)CCC#N,5.4,=,
ALP-UNI-c3ef0aba-1,c1ccc2c(c1)cncc2NC(=O)C3COCc4c3cccc4Cl,5.2,=,
MAT-POS-dd3ad2b5-5,CNC(=O)N1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3cccc4)Cl,6.6,=,
MAT-POS-dd3ad2b5-4,CS(=O)(=O)N1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3cccc4)Cl,6.7,=,
MAT-POS-dd3ad2b5-3,c1ccc2c(c1)cncc2NC(=O)C3CN(Cc4c3cc(cc4)Cl)C(=O)N,6.6,=,
MAT-POS-dd3ad2b5-2,CC(=O)N1Cc2ccc(cc2C(C1)C(=O)Nc3cncc4c3cccc4)Cl,6.4,=,
MAT-POS-90505e2b-1,c1ccc2c(c1)cncc2N3C(=O)C4(CCOc5c4cc(cc5)Cl)OC3=O,4,<,
EDJ-MED-611d11e7-12,c1cncc2c1cncc2NC(=O)[C@@H]3CCOc4c3cc(c(c4)F)Cl,6.2,=,
EDJ-MED-611d11e7-8,COc1ccc2cncc(c2c1)NC(=O)[C@H]3CCNc4c3cc(c(c4)Cl)Cl,4.6,=,YES
EDJ-MED-611d11e7-7,COc1ccc2cncc(c2c1)NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OC,7.2,=,
EDJ-MED-611d11e7-6,c1cc2cncc(c2cc1F)NC(=O)[C@H]3CCOc4c3cc(c(c4)F)Cl,5.2,=,YES
EDJ-MED-611d11e7-5,c1cc2cncc(c2cc1F)NC(=O)[C@H]3CCNc4c3cc(c(c4)Cl)Cl,4.9,=,YES
EDJ-MED-611d11e7-4,CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cc(cc4)F,6.8,=,
MAT-POS-a13804f0-4,c1ccc2c(c1)cncc2NC(=O)C(c3cccc(c3)Cl)NC(=O)[C@@H]4CC[C@@H](O4)C(=O)N5CCCC5,6.3,=,
MAT-POS-a13804f0-3,c1ccc2c(c1)cncc2NC(=O)[C@@H]3CCOc4c3cc(c(c4)F)Cl,6.9,=,
MAT-POS-a13804f0-2,c1ccc2c(c1)cncc2NC(=O)[C@H]3CCOc4c3cc(c(c4)F)Cl,4,<,
MAT-POS-a13804f0-1,Cc1nc2n(n1)CC(CC2)C(=O)NC(c3cccc(c3)Cl)C(=O)Nc4cncc5c4cccc5,5.3,=,
RAL-THA-e002e396-1,CS(=O)(=O)CC1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,4.8,=,
DAR-DIA-0587064e-19,c1ccc(cc1)COc2cc(cc3c2OCCC3C(=O)Nc4cncc5c4cccc5)Cl,4.4,=,
DAR-DIA-0587064e-15,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4OCC5CC5)Cl,5.6,<,
DAR-DIA-0587064e-12,CCCOc1cc(cc2c1OCCC2C(=O)Nc3cncc4c3cccc4)Cl,5.2,=,
DAR-DIA-0587064e-10,c1ccc2c(c1)cncc2NC(=O)C3CCOc4c3cc(cc4OCCC(F)(F)F)Cl,5.5,=,
PET-UNK-bb7ffe78-3,CCCc1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccc3,5.6,=,
PET-UNK-bb7ffe78-2,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)OC(F)(F)F,5.8,=,
PET-UNK-bb7ffe78-1,CCc1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccc3,5.7,=,
LON-POS-586a7c45-1,CC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)NCCc3cccc(c3)F)C(=O)C=C,4.1,=,
PF-07304814,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)COP(=O)(O)O)NC(=O)c2cc3c([nH]2)cccc3OC,6.7,=,
STE-KUL-d79e3d6a-5,CC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N(C)C)C(=O)COC(=O)c1c(cccc1C)C)C(C)(C)C)NC(=O)CCCC#C,5.2,=,
STE-KUL-d79e3d6a-4,CC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)COC(=O)c1c(cccc1C)C)C(C)(C)C)NC(=O)CCCC#C,4.8,=,
STE-KUL-d79e3d6a-3,CC(C)C[C@H](C(=O)NN(CCC(=O)N)C(=O)CCl)NC(=O)[C@H](C(C)(C)C)NC(=O)CCCC#C,7.7,=,
STE-KUL-d79e3d6a-2,CC(C)C[C@H](C(=O)NN(CCC(=O)N)C(=O)/C=C/C(=O)OC)NC(=O)[C@H](C(C)(C)C)NC(=O)CCCC#C,7.4,=,
STE-KUL-d79e3d6a-1,CCOC(=O)C1C(O1)C(=O)N(CCC(=O)N)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C(C)(C)C)NC(=O)CCCC#C,6.6,=,
ALP-POS-0c0a3b93-1,CC(C)(C)c1ccc(cc1)N(C(c2cccnc2)C(=O)N3CCOCC3)C(=O)c4ccco4,4.4,=,
MAT-POS-3b97339c-2,c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)N,6.3,=,YES
ALP-POS-d0876c20-24,CC(C)(C)c1ccc(cc1)N(C(c2cnc(nc2)N3CCN(CC3)C)C(=O)NCCc4cccc(c4)F)C(=O)c5cocn5,4,<,
ALP-POS-d0876c20-22,CC(C)(C)c1ccc(cc1)N(C(c2c(nc3ccccn3c2=O)N4CCOCC4)C(=O)NCCc5cccc(c5)F)C(=O)c6cocn6,4,<,
ALP-POS-d0876c20-21,CC(C)(C)c1ccc(cc1)N(C(c2cnccn2)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,5.9,=,
ALP-POS-d0876c20-19,CC(C)(C)c1ccc(cc1)N(C(c2cncnc2OC)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,5.1,=,
ALP-POS-d0876c20-17,CC(C)(C)c1ccc(cc1)N(C(c2cncnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,5.5,=,
ALP-POS-d0876c20-15,CC(C)(C)c1ccc(cc1)N(C(c2c(nccn2)OC)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,4,=,
ALP-POS-d0876c20-14,CC(C)(C)c1ccc(cc1)N(C(c2cnc(nc2)N(C)C)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,4,<,
ALP-POS-d0876c20-12,CC(C)(C)c1ccc(cc1)N(C(c2cnc(nc2)N3CCOCC3)C(=O)NCCc4cccc(c4)F)C(=O)c5cocn5,4,<,
ALP-POS-d0876c20-11,CC(C)(C)c1ccc(cc1)N(C(c2cccn(c2=O)C)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,4,<,
ALP-POS-d0876c20-7,CC(C)(C)c1ccc(cc1)N(C(c2ccc[nH]c2=O)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,4,<,
ALP-POS-d0876c20-5,CC(C)(C)c1ccc(cc1)N(C(c2ccnnc2)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,5.7,=,
ALP-POS-d0876c20-4,CC(C)(C)c1ccc(cc1)N(C(c2cnc3nc(nn3c2)OC)C(=O)NCCc4cccc(c4)F)C(=O)c5cocn5,4.5,=,
ALP-POS-d0876c20-3,CC(C)(C)c1ccc(cc1)N(C(c2ccc(=O)n(c2)C)C(=O)NCCc3cccc(c3)F)C(=O)c4cocn4,4,<,
ALP-POS-d0876c20-2,Cc1cc(c(c(=O)[nH]1)C(C(=O)NCCc2cccc(c2)F)N(c3ccc(cc3)C(C)(C)C)C(=O)c4cocn4)O,4,<,
ALP-POS-d0876c20-1,Cc1ccncc1C(C(=O)NCCc2cccc(c2)F)N(c3ccc(cc3)C(C)(C)C)C(=O)c4cocn4,6.2,=,
MAT-POS-78e1d523-2,CNC(=O)C1(CCOc2c1cc(cc2)Cl)CC(=O)Nc3cncc4c3cccc4,4.5,=,
MAT-POS-78e1d523-1,c1ccc2c(c1)cncc2NC(=O)C3CCSc4c3cc(cc4)Cl,6.7,=,
JOH-UNI-0e1753c1-5,CC(C)C[C@H]1CN(CCN1Cc2cccc(c2)Cl)C(=O)CCl,6.2,=,
JOH-UNI-0e1753c1-4,CC(C)C[C@H]1CN(CCN1Cc2cccc(c2)Cl)C(=O)C(=O)C,4,<,
JOH-UNI-0e1753c1-2,c1cc(cc(c1)Cl)CN2CCN(CC2)C(=O)C=O,4.3,=,
JOH-UNI-0e1753c1-1,COC(C(=O)N1CCN(CC1)Cc2cccc(c2)Cl)OC,4,=,
PCM-0221865,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)NC[C@@H](c4cccnc4)N5CCOCC5,5.6,=,
PCM-0221870,CC(C)(C)OC(=O)N(C)[C@H]1CCN(C1)c2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.4,=,
PCM-0221874,C[C@@H](c1ccc(cc1)Br)Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.4,=,
PCM-0221881,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)N4CCN(CC4)C(=O)[C@@H]5COc6ccccc6O5,5.6,=,
PCM-0221889,C[C@H]1CN(CCN1c2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4)C(=O)OC(C)(C)C,5.7,=,
PCM-0221898,C[C@@H](c1ccc(cc1)OC)Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.3,=,
PCM-0221936,CN1CCN([C@@H](C1)c2ccccc2)c3cc(cc(c3)Cl)CC(=O)Nc4cncc5c4cccc5,5.7,=,
PCM-0221945,C[C@H]1CN(CCN1C(=O)OC(C)(C)C)c2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.6,=,
PCM-0221953,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)NC(=O)[C@H](Cc4ccc(cc4)O)N,5.6,=,
PCM-0221959,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)NC[C@@H](c4ccc(cc4)O)O,5.8,=,
PCM-0221971,CC(C)(C)OC(=O)[C@H]1CCCN1c2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.6,=,
PCM-0222002,CCOC(=O)[C@H]1CCCN(C1)c2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.6,=,
PCM-0222014,C[C@@H](c1cccc2c1cccc2)Nc3cc(cc(c3)Cl)CC(=O)Nc4cncc5c4cccc5,5.5,=,
PCM-0222024,C[C@@H](c1ccc(cc1)[N+](=O)[O-])Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.8,=,
PCM-0222089,CN(c1cc(cc(c1)Cl)CC(=O)Nc2cncc3c2cccc3)[C@@H]4CCN(C4)Cc5ccccc5,5.7,=,
PCM-0222097,CC[C@@]1(CCC(=O)NC1=O)c2ccc(cc2)Nc3cc(cc(c3)Cl)CC(=O)Nc4cncc5c4cccc5,5.7,=,
PCM-0222101,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)N[C@@H]4[C@H]([C@@H]([C@H](OC4O)CO)O)O,5.5,=,
PCM-0222110,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4ccn(c(=O)n4)[C@H]5C[C@@H]([C@H](O5)CO)O,5.7,=,
PCM-0222121,c1ccc(cc1)[C@@H]2c3ccccc3CCN2c4cc(cc(c4)Cl)CC(=O)Nc5cncc6c5cccc6,5.6,=,
PCM-0222122,c1ccc(cc1)C[C@H](CO)Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.6,=,
PCM-0222147,c1ccc(cc1)[C@H]([C@H](c2ccccc2)O)Nc3cc(cc(c3)Cl)CC(=O)Nc4cncc5c4cccc5,5.6,=,
PCM-0221857,CCN(CC)S(=O)(=O)c1ccc(cc1)Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.7,=,
PCM-0221858,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4nc(cs4)c5ccc(c(c5)Cl)Cl,5.6,=,
PCM-0221859,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4c(c5c(s4)CCCC5)C(=O)N,5.6,=,
PCM-0221860,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4ccc(cc4)OC(F)F,5.7,=,
PCM-0221861,CN1C(=O)c2ccc(cc2C1=O)Nc3cc(cc(c3)Cl)CC(=O)Nc4cncc5c4cccc5,5.8,=,
PCM-0221862,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)N4C(=O)c5ccc(cc5C4=O)N,5.7,=,
PCM-0221863,CC(C)(C)c1cc(n(n1)c2ccccc2)Nc3cc(cc(c3)Cl)CC(=O)Nc4cncc5c4cccc5,5.7,=,
PCM-0221864,Cc1cc(=O)oc2c1ccc(c2)Nc3cc(cc(c3)Cl)CC(=O)Nc4cncc5c4cccc5,5.7,=,
PCM-0221866,CN(Cc1ccccc1Br)c2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.7,=,
PCM-0221867,CN(Cc1ccc(cc1)Cl)c2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.6,=,
PCM-0221868,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)N4CCN(CC4)c5ccccc5[N+](=O)[O-],5.4,=,
PCM-0221869,Cc1c(nc(s1)Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4)c5ccc(cc5)Cl,5.6,=,
PCM-0221871,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4c(cccc4Br)F,5.5,=,
PCM-0221872,Cc1cc(cc(c1Br)C)Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.7,=,
PCM-0221873,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4ccnc(c4)Br,5.6,=,
PCM-0221875,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4cccc5c4cc(cc5)O,5.5,=,
PCM-0221876,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4c(cc(cc4F)F)[N+](=O)[O-],5.7,=,
PCM-0221877,Cc1cc(c(cc1Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4)Cl)Br,5.7,=,
PCM-0221878,COc1cc(nc(n1)Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4)Cl,6.3,=,
PCM-0221879,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4ccc(cc4I)C#N,5.8,=,
PCM-0221880,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4ccc(nc4Cl)Cl,5.6,=,
PCM-0221882,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4cc(cnc4)Br,5.7,=,
PCM-0221883,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4cccc(c4Br)Cl,5.7,=,
PCM-0221884,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4cc(ccc4Br)Cl,5.7,=,
PCM-0221885,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4cc(c(c(c4)F)Br)F,5.7,=,
PCM-0221886,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4cc(ccn4)C(F)(F)F,5.7,=,
PCM-0221887,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4c(cc(nn4)Cl)Br,5.7,=,
PCM-0221888,CC(C)Sc1ccccc1Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4,5.7,=,
PCM-0221890,CCc1ccc(cc1Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4)[N+](=O)[O-],5.8,=,
PCM-0221891,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4cccnc4Br,5.7,=,
PCM-0221892,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4c(cc(cc4Cl)F)F,5.7,=,
PCM-0221893,CCc1cc(ccc1Nc2cc(cc(c2)Cl)CC(=O)Nc3cncc4c3cccc4)Br,5.5,=,
PCM-0221894,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)N4CCN(CC4)c5ccccc5O,5.7,=,
PCM-0221895,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4ccc(c(c4)Br)C#N,5.7,=,
PCM-0221896,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4nnc(s4)c5ccncc5,5.7,=,
PCM-0221897,c1ccc2c(c1)cncc2NC(=O)Cc3cc(cc(c3)Cl)Nc4cc(c(nc4)Cl)Br,5.5,=,
