smiles,broad_id,pert_iname,vendor,catalog_no,vendor_name
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,BRD-K52756523-001-29-6,dirithromycin,Selleck,S4213,Dirithromycin
COC(=O)\C=C\C(=O)OCCN1C(=O)CCC1=O,BRD-K87386013-001-01-7,diroximel-fumarate,WuXi,WXC04774,
OC(=O)CCCCCCCCC(O)=O,BRD-K66672047-304-01-3,disodium sebacate,Sigma,MFCD00070501,disodium sebacate
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,BRD-A29734509-011-13-6,disopyramide,MicroSource,1500261,DISOPYRAMIDE PHOSPHATE
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,BRD-A29734509-011-12-8,disopyramide,Selleck,S4322,Disopyramide Phosphate
CCN(CC)C(=S)SSC(=S)N(CC)CC,BRD-K32744045-001-31-2,disulfiram,MicroSource,1500262,DISULFIRAM
CCN(CC)C(=S)SSC(=S)N(CC)CC,BRD-K32744045-001-30-4,disulfiram,Selleck,S1680,Disulfiram
CCN(CC)C(=S)SSC(=S)N(CC)CC,BRD-K32744045-001-34-6,disulfiram,Selleck,S1680,disulfiram
Oc1cccc2cc3cccc(O)c3c(O)c12,BRD-K51807679-001-06-8,dithranol,Sigma,D2953000,"1,8,9-anthracenetriol"
CCN(CC)C(S)=S,BRD-K40654626-236-02-3,ditiocarb-sodium-trihydrate,Enamine,Z104495648,sodium diethyldithiocarbamate
CCN(CC)C(S)=S,BRD-K40654626-236-01-5,ditiocarb-sodium-trihydrate,Enamine,Z104495648,
Cc1ccccc1NC(=N)Nc1ccccc1C,BRD-K33459542-001-07-4,ditolylguanidine,Tocris,841,DTG
CCCC(CCC)C(O)=O,BRD-K41260949-236-20-0,divalproex-sodium,Selleck,S1703,Divalproex sodium
CCCC(CCC)C(O)=O,BRD-K41260949-236-19-2,divalproex-sodium,Selleck,S1703,Divalproex Sodium
CCCC(CCC)C(O)=O,BRD-K41260949-001-18-2,divalproex-sodium,Sigma,MFCD00002672,2-propylpentanoic acid
CCOC(=S)SSC(=S)OCC,BRD-K05919151-001-01-6,dixanthogen,MicroSource,1503891,DIXANTHOGEN
C[C@@]12N[C@@H](Cc3ccccc13)c1ccccc21,BRD-K23163214-050-15-1,dizocilpine-(-),Tocris,955,(-)-MK 801 maleate
C[C@@]12N[C@@H](Cc3ccccc13)c1ccccc21,BRD-K23163214-051-01-9,dizocilpine-(-),Selleck,S2876,(-)-MK 801 Maleate
C[C@]12N[C@H](Cc3ccccc13)c1ccccc21,BRD-K58930050-050-16-6,dizocilpine-(+),Tocris,924,(+)-MK 801 maleate
C[C@]12N[C@H](Cc3ccccc13)c1ccccc21,BRD-K58930050-050-15-8,dizocilpine-(+),Tocris,924,(+)-MK 801 maleate
C[C@]12N[C@H](Cc3ccccc13)c1ccccc21,BRD-K58930050-001-05-2,dizocilpine-(+),Selleck,S2857,MK-801 (Dizocilpine)
CN(C)c1ccc(cc1)\C=C1CCCN=C/1c1cccnc1,BRD-K26573499-300-02-1,DMAB-anabaseine,Tocris,2241,DMAB-anabaseine dihydrochloride
CN(C)c1ccc(cc1)\C=C1CCCN=C/1c1cccnc1,BRD-K26573499-300-03-9,DMAB-anabaseine,Tocris,2241,DMAB-anabaseine dihydrochloride
COc1cccc(c1)\C=N\N=C\c1cccc(OC)c1,BRD-K36775483-001-01-4,DMeOB,Tocris,1953,DMeOB
CC(C)Oc1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12,BRD-K39381259-001-01-0,DMH1,Selleck,S7146,DMH1
CC(C)Oc1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12,BRD-K39381259-001-02-8,DMH1,Tocris,4126,DMH-1
C(CN1CCOCC1)Oc1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccccc1,BRD-K40575944-001-01-5,DMH4,Tocris,4471,DMH4
COc1cc(C=O)c(cc1OC)[N+]([O-])=O,BRD-K03564313-001-03-3,DMNB,Tocris,2088,DMNB
Fc1cc(CC2(Cc3ccnc(F)c3)c3ccccc3C(=O)c3ccccc23)ccn1,BRD-K89274813-001-02-3,DMP-543,Tocris,2330,DMP 543
Fc1cc(CC2(Cc3ccnc(F)c3)c3ccccc3C(=O)c3ccccc23)ccn1,BRD-K89274813-001-03-1,DMP-543,Tocris,2330,DMP 543
CCC[C@@H](NC(=O)N1[C@@H](Oc2ccc(cc2)C(=O)N2CCN(C)CC2)C(CC)(CC)C1=O)c1ccc2OCOc2c1,BRD-K54936858-001-01-6,DMP-777,MedChemEx,HY-75957,DMP 777
OS(=O)(=O)CC(S)CS,BRD-A22971209-001-01-0,DMPS,Vitas-M,STK386918,
CS(C)=O.CS(C)=O,BRD-M56212252-001-01-0,DMSO,Sigma,41639,(methylsulfinyl)methane
[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+]([O-])=O,BRD-K64400208-001-09-1,DNQX,Tocris,189,DNQX
[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+]([O-])=O,BRD-K64400208-304-01-6,DNQX,Tocris,2312,DNQX disodium salt
[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+]([O-])=O,BRD-K64400208-001-08-3,DNQX,Tocris,189,DNQX
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,BRD-A78322124-003-16-5,dobutamine,Tocris,515,Dobutamine hydrochloride
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,BRD-A78322124-003-18-1,dobutamine,MedChemEx,HY-15746,Dobutamine (hydrochloride)
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,BRD-A78322124-003-17-3,dobutamine,Tocris,515,"4-(2-{[3-(4-hydroxyphenyl)-1-methylpropyl]amino}ethyl)-1,2-benzenediol hydrochloride"
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,BRD-A78322124-003-15-7,dobutamine,MedChemEx,HY-15746,Dobutamine (hydrochloride)
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,BRD-A78322124-003-14-0,dobutamine,Tocris,515,Dobutamine hydrochloride
CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,BRD-K08290224-001-14-5,docebenone,Enzo,EI216,Docebenone
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C,BRD-K30577245-001-04-3,docetaxel,Selleck,S1148,Docetaxel (Taxotere)
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C,BRD-K30577245-341-01-9,docetaxel,MicroSource,1502273,DOCETAXEL
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C,BRD-K30577245-001-05-0,docetaxel,Selleck,S1148,Docetaxel
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,BRD-K39965020-001-12-5,doconexent,Sigma,D2534,"(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoic acid"
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,BRD-K39965020-001-09-1,doconexent,MicroSource,1503885,DOCONEXENT
CCOC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,BRD-K61937613-001-01-1,doconexent-ethyl-ester,Cayman,9090310,
CCCCCCCCCCCCCCCCCCCCCCO,BRD-K50050533-001-04-7,docosanol,Selleck,S1637,Docosanol (Abreva)
CCCCCCCCCCCCCCCCCCCCCCO,BRD-K50050533-001-02-1,docosanol,Selleck,S1637,Docosanol (Abreva)
CCCCCCCCCCCCCCCCCCCCCCO,BRD-K50050533-001-03-9,docosanol,MicroSource,1505729,DOCOSANOL
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,BRD-A00092689-236-03-8,docusate,MicroSource,1503881,DOCUSATE SODIUM
CCCCCCCCCCCCOS(O)(=O)=O,BRD-K05680146-001-01-2,dodecyl-sulfate,Sigma,MFCD00067711,dodecyl hydrogen sulfate
OC(COc1cccc2ncccc12)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1,BRD-A14941520-051-01-0,dofequidar,MedChemEx,HY-17013A,Dofequidar (fumarate)
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,BRD-K86887724-001-12-2,dofetilide,Tocris,3757,Dofetilide
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,BRD-K86887724-001-10-6,dofetilide,Selleck,S1658,Dofetilide (Tikosyn)
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,BRD-K86887724-001-09-8,dofetilide,Selleck,S1658,Dofetilide
O=C(O[C@H]1C[C@H]2C[C@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12,BRD-K28029915-066-03-3,dolasetron,Tocris,5629,Dolasetron mesylate
O=C(O[C@H]1C[C@H]2C[C@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12,BRD-K28029915-001-02-2,dolasetron,Enzo,DL199,Dolasetron
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,BRD-K78567475-001-01-4,dolastatin-10,MedChemEx,HY-15580,Dolastatin 10
C[C@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,BRD-K36386086-001-01-1,dolutegravir,Selleck,S2667,Dolutegravir (GSK1349572)
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,BRD-K30431096-004-01-3,domiphen,Selleck,S4186,Domiphen Bromide
Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,BRD-K38305202-001-17-4,domperidone,Tocris,2536,Domperidone
Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,BRD-K38305202-001-18-2,domperidone,MicroSource,2300212,DOMPERIDONE
Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,BRD-K38305202-001-16-6,domperidone,Selleck,S2461,Domperidone
COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,BRD-A49160188-003-12-7,donepezil,MicroSource,1504403,DONEPEZIL HYDROCHLORIDE
COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,BRD-A49160188-003-11-9,donepezil,Selleck,S2462,Donepezil HCl (Aricept)
NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c3ccc(cc3)C#N)cc12,BRD-K31092604-003-03-5,donitriptan,Tocris,3665,Donitriptan hydrochloride
NCCc1ccc(O)c(O)c1,BRD-K43887077-003-26-3,dopamine,MicroSource,1500263,DOPAMINE HYDROCHLORIDE
NCCc1ccc(O)c(O)c1,BRD-K43887077-003-27-1,dopamine,Selleck,S2529,Dopamine hydrochloride (Inotropin)
NCCc1ccc(O)c(O)c1,BRD-K43887077-003-25-5,dopamine,Selleck,S2529,Dopamine HCl
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C,BRD-K74065929-001-08-0,doramapimod,Selleck,S1574,BIRB 796 (Doramapimod)
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C,BRD-K74065929-001-07-2,doramapimod,Selleck,S1574,BIRB 796 (Doramapimod)
CO[C@H]1C[C@H](OC2[C@H](C)OC(C[C@@H]2OC)O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]2(C5)O[C@H](C5CCCCC5)[C@@H](C)C=C2)[C@]34O)O[C@@H](C)[C@@H]1O,BRD-A16350940-001-01-9,doramectin,MicroSource,1505902,DORAMECTIN
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N2C1=O)C(O)=O,BRD-K45319714-002-02-7,doripenem,Sigma,MFCD09749887,"(4R,5S,6S)-3-[((3S,5S)-5-{[(aminosulfonyl)amino]methyl}-3-pyrrolidinyl)sulfanyl]-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid hydrate"
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N2C1=O)C(O)=O,BRD-K45319714-002-04-3,doripenem,MedChemEx,HY-B0187A,Doripenem (monohydrate)
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N2C1=O)C(O)=O,BRD-K45319714-002-03-5,doripenem,MedChemEx,HY-B0187A,Doripenem (monohydrate)
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N2C1=O)C(O)=O,BRD-K45319714-002-05-0,doripenem,Selleck,S1374,Doripenem Hydrate
C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N2C1=O)C(O)=O,BRD-K45319714-002-01-9,doripenem,Selleck,S1374,Doripenem Hydrate
C(CN1CCCCC1)Oc1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccncc1,BRD-K54233340-300-05-1,dorsomorphin,Tocris,3093,Dorsomorphin dihydrochloride
CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,BRD-K71075609-003-01-0,dorzolamide,Selleck,S1375,Dorzolamide HCL
CN(C)CC\C=C1/c2ccccc2CSc2ccccc12,BRD-K54759182-003-08-0,dosulepin,Prestwick,Prestw-488,Dosulepin hydrochloride
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,BRD-K85402309-001-07-4,dovitinib,Selleck,S1018,Dovitinib (TKI-258)
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,BRD-K85402309-389-03-2,dovitinib,Selleck,S2769,Dovitinib (TKI-258) Dilactic Acid
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,BRD-K85402309-001-06-6,dovitinib,Selleck,S1018,"Dovitinib (TKI-258, CHIR-258)"
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,BRD-K85402309-389-04-0,dovitinib,Selleck,S2769,Dovitinib Dilactic acid (TKI258 Dilactic aci
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,BRD-K85402309-043-01-9,dovitinib,Selleck,S7765,2-hydroxypropanoic acid compound with 4-amino-5-fluoro-3-[6-(4-methyl-1-piperazinyl)-1H-benzimidazol-2-yl]-2-quinolinol (1:1)
CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,BRD-K85402309-406-01-8,dovitinib,Selleck,S7765,Dovitinib (TKI258) Lactate
CCN1CC(CCN2CCOCC2)C(C1=O)(c1ccccc1)c1ccccc1,BRD-A46179541-311-03-8,doxapram,MicroSource,1505534,DOXAPRAM HYDROCHLORIDE
CCN1CC(CCN2CCOCC2)C(C1=O)(c1ccccc1)c1ccccc1,BRD-A46179541-311-02-0,doxapram,Selleck,S4037,Doxapram HCl
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,BRD-A13188892-066-23-1,doxazosin,Tocris,2964,Doxazosin mesylate
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,BRD-A13188892-066-22-3,doxazosin,MicroSource,1505976,DOXAZOSIN MESYLATE
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,BRD-A13188892-066-21-5,doxazosin,Selleck,S1324,Doxazosin Mesylate
CN(C)CC\C=C1\c2ccccc2COc2ccccc12,BRD-K37694030-003-12-7,doxepin,MicroSource,1500264,DOXEPIN HYDROCHLORIDE
CN(C)CC\C=C1\c2ccccc2COc2ccccc12,BRD-K37694030-003-11-9,doxepin,Tocris,508,Doxepin hydrochloride
CC(C)[C@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1\C[C@@H](O)C[C@H](O)C1=C,BRD-K82928892-001-02-5,doxercalciferol,Selleck,S1467,Doxercalciferol (Hectorol)
CC(C)[C@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1\C[C@@H](O)C[C@H](O)C1=C,BRD-K82928892-001-03-3,doxercalciferol,Selleck,S1467,Doxercalciferol
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,BRD-K58262659-001-10-5,doxifluridine,MicroSource,1501189,DOXIFLURIDINE
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,BRD-K58262659-001-09-7,doxifluridine,Selleck,S2045,Doxifluridine
Cn1c2ncn(CC3OCCO3)c2c(=O)n(C)c1=O,BRD-K70507123-001-08-9,doxofylline,Selleck,S4164,Doxofylline
Cn1c2ncn(CC3OCCO3)c2c(=O)n(C)c1=O,BRD-K70507123-001-09-7,doxofylline,MicroSource,1502358,DOXOFYLLINE
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,BRD-K92093830-003-33-2,doxorubicin,Selleck,S1208,doxorubicin
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,BRD-K92093830-003-31-6,doxorubicin,Selleck,S1208,Doxorubicin (Adriamycin)
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,BRD-K92093830-001-05-4,doxorubicin,MicroSource,1505483,DOXORUBICIN
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,BRD-K92093830-003-30-8,doxorubicin,Tocris,2252,Doxorubicin hydrochloride
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,BRD-K92093830-003-34-0,doxorubicin,Tocris,2252,Doxorubicin hydrochloride
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,BRD-K92093830-003-35-7,doxorubicin,Selleck,S1208,Doxorubicin (Adriamycin)
C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12,BRD-A08545410-003-06-0,doxycycline,MicroSource,1500266,DOXYCYCLINE HYDROCHLORIDE
C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12,BRD-A08545410-003-08-6,doxycycline,Selleck,S4005,Doxycycline HCl
C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12,BRD-A08545410-311-01-8,doxycycline,Selleck,S4163,Doxycycline Hyclate
C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12,BRD-A08545410-311-03-4,doxycycline,Selleck,S4163,Doxycycline hyclate
C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12,BRD-A08545410-003-07-8,doxycycline,Selleck,S4005,Doxycycline HCl
CCO.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12,BRD-M28128163-003-01-7,doxycycline-hyclate,MedChemEx,HY-N0565B,Doxycycline (hyclate)
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,BRD-A44008656-036-25-8,doxylamine,MicroSource,1500267,DOXYLAMINE SUCCINATE
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,BRD-A44008656-036-24-1,doxylamine,Selleck,S4240,Doxylamine Succinate
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNCc1cccc(F)c1)C(C)(C)C)S(=O)(=O)c1cccc(N)c1,BRD-K37087535-001-01-1,DPC-681,MedChemEx,HY-19400,DPC-681
CCCn1c2[nH]c(nc2c(=O)n(CCC)c1=O)C1CCCC1,BRD-K01824921-001-18-5,DPCPX,Tocris,439,DPCPX
OC(COc1cccc2[nH]c(cc12)C#N)CN1CCN(CC1)C(c1ccccc1)c1ccccc1,BRD-A64553394-001-04-4,DPI-201106,Enzo,NA116,SDZ-201106
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(=O)(c1ccccc1)c1ccccc1,BRD-K99922388-001-02-0,DPO-1,Tocris,2533,DPO-1
CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,BRD-K80315159-051-02-0,DPPE,Tocris,743,DPPE fumarate
Cc1ccc2[nH]c(=O)c(C3=NN(C(C3)c3ccc(Br)cc3)C(=O)CCC(O)=O)c(-c3ccccc3)c2c1,BRD-A67976398-001-01-6,DQP-1105,Tocris,4491,DQP 1105
Cc1nc(=O)c2CSCCc2[nH]1,BRD-K94920105-001-03-9,DR-2313,Tocris,2496,DR 2313
Clc1ccc(cc1)C1=CCN(CCCCC23CCCc4c2c(NC3=O)ccc4Cl)CC1,BRD-A39794701-003-01-6,DR-4485,Tocris,5005,DR 4485 hydrochloride
CC[C@H](CO)Nc1nc(Nc2cccc(c2)-c2ccccn2)c2ncn(C(C)C)c2n1,BRD-K25486274-300-01-0,DRF053-(R),Tocris,3610,(R)-DRF053 dihydrochloride
CC[C@H](CO)Nc1nc(Nc2cccc(c2)-c2ccccn2)c2ncn(C(C)C)c2n1,BRD-K25486274-300-02-8,DRF053-(R),Tocris,3610,(R)-DRF053 dihydrochloride
CCN(CC)CCOC(=O)C(C1CCCCC1)c1ccccc1,BRD-A22267103-003-13-1,drofenine,MicroSource,1500999,DROFENINE HYDROCHLORIDE
CC\C(=C(\c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,BRD-K38477637-001-01-0,droloxifene,LKT,D6957,3-((1E)-1-{4-[2-(dimethylamino)ethoxy]phenyl}-2-phenyl-1-butenyl)phenol
CCC(=O)OC1CCC2C3CCC4CC(=O)C(C)CC4(C)C3CCC12C,BRD-A38706605-001-01-2,dromostanolone-propionate,ANpharma,AN-45527,2-methyl-3-oxoandrostan-17-yl propionate
CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12,BRD-K05524748-003-04-4,dronedarone,Selleck,S2114,Dronedarone HCl
Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c2ccccc2[nH]c1=O,BRD-K97158071-001-18-1,droperidol,MicroSource,1501002,DROPERIDOL
Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c2ccccc2[nH]c1=O,BRD-K97158071-001-17-3,droperidol,Selleck,S4096,Droperidol
OCC(O)CN1CCN(CC1)c1ccccc1,BRD-A29349577-001-23-0,dropropizine,MicroSource,1501004,DROPROPIZINE
OCC(O)CN1CCN(CC1)c1ccccc1,BRD-A29349577-001-22-2,dropropizine,Selleck,S4138,Dropropizine
OCC(O)CN1CCN(CC1)c1ccccc1,BRD-A29349577-001-24-8,dropropizine,Selleck,S4138,Dropropizine
C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)[C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1,BRD-K04394237-001-03-7,drospirenone,Selleck,S1377,Drospirenone
C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)[C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1,BRD-K04394237-001-04-5,drospirenone,Selleck,S1377,Drospirenone
C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)[C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1,BRD-K04394237-001-06-0,drospirenone,MicroSource,1503831,DROSPIRENONE
C[C@]12CC[C@H]3[C@@H]([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)[C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1,BRD-K04394237-001-05-2,drospirenone,Selleck,S1377,Drospirenone
CCOc1ccc(\C=C2\NCCc3cc(OCC)c(OCC)cc23)cc1OCC,BRD-K14658796-001-01-0,drotaverine,Vitas-M,STK301594,
CCOc1ccc(\C=C2\NCCc3cc(OCC)c(OCC)cc23)cc1OCC,BRD-K14658796-003-01-6,drotaverine,Enamine,EN300-260709,"(1E)-1-(3,4-diethoxybenzylidene)-6,7-diethoxy-1,2,3,4-tetrahydroisoquinoline hydrochloride"
CN1c2c(oc(=O)n(-c3ccccn3)c2=O)-c2ccccc2S1(=O)=O,BRD-K17219082-001-01-1,droxicam,Ark,AK129765,
