Molecule Name,CDD Number,SMILES,Canonical PostEra ID,stereochem comments,Covalent Warhead,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Run Date,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0018498,CDD-2577266,CN(CC#N)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,MAT-POS-5cd9ea36-18,Racemic or presumed racemic or meso,False,CN(CC#N)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,CN(CC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-08-25,0.101,0.0915,0.112,1.20,1.1
CVD-0018498,CDD-2577266,CN(CC#N)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,MAT-POS-5cd9ea36-18,Racemic or presumed racemic or meso,False,CN(CC#N)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,CN(CC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-08-17,0.0694,0.0614,0.0784,0.876,2.1
CVD-0018497,"",CCNS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,MAT-POS-5cd9ea36-17,Racemic or presumed racemic or meso,False,CCNS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,CCNS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-09-23,0.149,0.128,0.173,0.986,2.1
CVD-0018496,CDD-2577265,CCN(C)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,MAT-POS-5cd9ea36-16,Racemic or presumed racemic or meso,False,CCN(C)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,CCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-10-12,0.102,0.0954,0.109,1.04,1.1
CVD-0018496,CDD-2577265,CCN(C)S(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,MAT-POS-5cd9ea36-16,Racemic or presumed racemic or meso,False,CCN(C)S(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,CCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-08-17,0.0789,0.0692,0.0901,0.898,2.1
CVD-0018495,CDD-2577264,Clc1ccc2CN(CC(=O)NCC#N)CC(C(=O)Nc3cncc4ccccc34)c2c1,MAT-POS-5cd9ea36-15,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(=O)NCC#N)CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,N#CCNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-08-17,0.0867,0.0795,0.0946,1.10,1.1
CVD-0018495,CDD-2577264,Clc1ccc2CN(CC(=O)NCC#N)CC(C(=O)Nc3cncc4ccccc34)c2c1,MAT-POS-5cd9ea36-15,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(=O)NCC#N)CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,N#CCNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-08-11,0.0801,0.0744,0.0862,1.17,2.1
CVD-0018494,CDD-2577263,CNC(=O)C(C)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,MAT-POS-5cd9ea36-14,Diastereomeric mixture,False,CNC(=O)C(C)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,CNC(=O)C(C)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-08-25,0.124,0.114,0.134,1.14,2.1
CVD-0018493,CDD-2577262,Clc1ccc2CN(CC(=O)NC3CC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,MAT-POS-5cd9ea36-13,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(=O)NC3CC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,O=C(CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1)NC1CC1,shipment_SMILES,2021-11-16,0.186,0.136,0.253,0.927,1.1
CVD-0018493,CDD-2577262,Clc1ccc2CN(CC(=O)NC3CC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,MAT-POS-5cd9ea36-13,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(=O)NC3CC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,O=C(CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1)NC1CC1,shipment_SMILES,2021-08-17,0.0990,0.0901,0.109,1.23,1.1
CVD-0018493,CDD-2577262,Clc1ccc2CN(CC(=O)NC3CC3)CC(C(=O)Nc3cncc4ccccc34)c2c1,MAT-POS-5cd9ea36-13,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(=O)NC3CC3)CC(C(=O)NC=4C=NC=C5C=CC=CC45)C2C1,O=C(CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1)NC1CC1,shipment_SMILES,2021-08-11,0.0760,0.0706,0.0818,0.994,2.1
CVD-0018491,CDD-2577179,FC1(F)CC1CS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,MAT-POS-5cd9ea36-11,Diastereomeric mixture,False,FC1(F)CC1CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CC2(F)F)Cc2ccc(Cl)cc21,shipment_SMILES,2021-08-11,0.159,0.146,0.174,1.04,2.1
CVD-0018490,CDD-2577178,CC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,MAT-POS-5cd9ea36-10,Racemic or presumed racemic or meso,False,CC1(CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,shipment_SMILES,2021-08-17,0.0980,0.0838,0.115,1.19,2.1
CVD-0018489,CDD-2577177,FC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CC1,MAT-POS-5cd9ea36-9,Racemic or presumed racemic or meso,False,FC1(CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CC1,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2(F)CC2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-08-17,0.176,0.165,0.188,1.20,2.1
CVD-0018488,CDD-2577176,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CC#N)CC1,MAT-POS-5cd9ea36-8,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CC#N)CC5,N#CCC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,shipment_SMILES,2021-08-09,0.128,0.122,0.135,1.06,2.1
CVD-0018487,CDD-2577175,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCS(=O)(=O)CC1)C#N,MAT-POS-5cd9ea36-7,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCS(=O)(=O)CC1,shipment_SMILES,2021-11-16,0.212,0.171,0.264,1.08,1.1
CVD-0018487,CDD-2577175,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCS(=O)(=O)CC1)C#N,MAT-POS-5cd9ea36-7,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCS(=O)(=O)CC1,shipment_SMILES,2021-10-12,0.102,0.0918,0.113,0.982,1.1
CVD-0018487,CDD-2577175,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCS(=O)(=O)CC1)C#N,MAT-POS-5cd9ea36-7,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCS(=O)(=O)CC1,shipment_SMILES,2021-08-25,0.121,0.106,0.139,1.27,1.1
CVD-0018487,CDD-2577175,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCS(=O)(=O)CC1)C#N,MAT-POS-5cd9ea36-7,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCS(=O)(=O)CC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCS(=O)(=O)CC1,shipment_SMILES,2021-08-17,0.0841,0.0744,0.0951,0.883,2.1
CVD-0018486,CDD-2577174,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCOCC1)C#N,MAT-POS-5cd9ea36-6,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCOCC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCOCC1,shipment_SMILES,2021-11-16,0.170,0.125,0.230,1.10,1.1
CVD-0018486,CDD-2577174,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCOCC1)C#N,MAT-POS-5cd9ea36-6,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCOCC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCOCC1,shipment_SMILES,2021-08-17,0.0971,0.0875,0.108,1.16,1.1
CVD-0018486,CDD-2577174,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCOCC1)C#N,MAT-POS-5cd9ea36-6,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCOCC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCOCC1,shipment_SMILES,2021-08-11,0.0804,0.0770,0.0840,1.14,2.1
CVD-0018485,CDD-2577173,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCCC1)C#N,MAT-POS-5cd9ea36-5,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCCC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCCC1,shipment_SMILES,2021-10-12,0.0884,0.0826,0.0946,1.14,1.1
CVD-0018485,CDD-2577173,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1(CCCC1)C#N,MAT-POS-5cd9ea36-5,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5(CCCC5)C#N,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCCC1,shipment_SMILES,2021-09-13,0.0790,0.0712,0.0877,1.13,2.1
CVD-0018484,CDD-2577261,CC(C)NS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,MAT-POS-5cd9ea36-4,Racemic or presumed racemic or meso,False,CC(C)NS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,CC(C)NS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-09-05,0.195,0.177,0.214,0.989,2.1
CVD-0018483,CDD-2577260,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)NC1CCC1,MAT-POS-5cd9ea36-3,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)NC5CCC5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)NC2CCC2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-10-12,0.127,0.115,0.141,1.10,1.1
CVD-0018483,CDD-2577260,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)NC1CCC1,MAT-POS-5cd9ea36-3,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)NC5CCC5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)NC2CCC2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-08-17,0.132,0.114,0.152,1.31,1.1
CVD-0018483,CDD-2577260,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)NC1CCC1,MAT-POS-5cd9ea36-3,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)NC5CCC5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)NC2CCC2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-08-09,0.0999,0.0943,0.106,1.09,2.1
CVD-0018482,CDD-2577259,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)NC1CC1,MAT-POS-5cd9ea36-2,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)NC5CC5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)NC2CC2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-10-12,0.128,0.119,0.136,1.12,1.1
CVD-0018482,CDD-2577259,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)NC1CC1,MAT-POS-5cd9ea36-2,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)NC5CC5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)NC2CC2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-09-13,0.0955,0.0885,0.103,0.942,2.1
CVD-0018477,CDD-2577168,CS(=O)(=O)Nc1ccc2cncc(NC(=O)C3CN(Cc4ccc(Cl)cc34)S(=O)(=O)CC3(CC3)C#N)c2c1,MAT-POS-e36d57d9-1,"",FALSE,"","","",2021-09-05,0.267,0.242,0.295,1.07,1.1
CVD-0018476,"",Cc1cc(F)cc2cncc(NC(=O)Cc3cccc(Cl)c3)c12,MAT-POS-29385cc1-4,Achiral,False,CC=1C=C(F)C=C2C=NC=C(NC(=O)CC=3C=CC=C(Cl)C3)C12,Cc1cc(F)cc2cncc(NC(=O)Cc3cccc(Cl)c3)c12,shipment_SMILES,2021-10-12,0.851,0.765,0.946,1.10,1.1
CVD-0018475,"",Cc1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,MAT-POS-29385cc1-3,"",False,"","","",2021-08-17,1.24,1.08,1.42,1.07,1.1
CVD-0018473,CDD-2577167,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CS(=O)(=O)C1,EDJ-MED-4fff0a85-4,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CS(=O)(=O)C5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CS(=O)(=O)C2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-11-16,0.199,0.134,0.296,0.932,1.3
CVD-0018473,CDD-2577167,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CS(=O)(=O)C1,EDJ-MED-4fff0a85-4,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CS(=O)(=O)C5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CS(=O)(=O)C2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-10-12,0.109,0.101,0.118,1.03,1.1
CVD-0018473,CDD-2577167,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CS(=O)(=O)C1,EDJ-MED-4fff0a85-4,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CS(=O)(=O)C5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CS(=O)(=O)C2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-08-17,0.119,0.108,0.133,1.20,1.1
CVD-0018473,CDD-2577167,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CS(=O)(=O)C1,EDJ-MED-4fff0a85-4,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CS(=O)(=O)C5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CS(=O)(=O)C2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-08-09,0.0852,0.0802,0.0906,1.11,2.1
CVD-0018472,CDD-2577166,CC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CS(=O)(=O)C1,EDJ-MED-4fff0a85-3,Racemic or presumed racemic or meso,False,CC1(CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CS(=O)(=O)C1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1,shipment_SMILES,2021-08-25,0.0636,0.0575,0.0704,1.12,1.1
CVD-0018472,CDD-2577166,CC1(CS(=O)(=O)N2CC(C(=O)Nc3cncc4ccccc34)c3cc(Cl)ccc3C2)CS(=O)(=O)C1,EDJ-MED-4fff0a85-3,Racemic or presumed racemic or meso,False,CC1(CS(=O)(=O)N2CC(C(=O)NC=3C=NC=C4C=CC=CC34)C=5C=C(Cl)C=CC5C2)CS(=O)(=O)C1,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CS(=O)(=O)C1,shipment_SMILES,2021-08-17,< 0.0500,"","",1.00,2.1
CVD-0018470,CDD-2577164,Clc1ccc2CN(CC(C(=O)Nc3cncc4ccccc34)c2c1)S(=O)(=O)CC1CCOCC1,EDJ-MED-4fff0a85-1,Racemic or presumed racemic or meso,False,ClC=1C=CC=2CN(CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1)S(=O)(=O)CC5CCOCC5,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)CC2CCOCC2)Cc2ccc(Cl)cc21,shipment_SMILES,2021-08-17,0.152,0.133,0.172,1.11,2.1
CVD-0018428,CDD-2577153,CC1(CN(Cc2ccc(Cl)cc12)S(=O)(=O)CC1(CC1)C#N)C(=O)Nc1cncc2ccccc12,ALP-POS-c56c1477-4,"",False,"","","",2021-11-24,0.0960,0.0861,0.107,1.14,2.1
CVD-0018423,"",Clc1cccc(c1)[C@@H](NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,MAT-POS-7174c657-6,Single unknown enantiomer,FALSE,"ClC=1C=CC=C(C1)[C@@H](NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45 |o1:7,o2:11,14,r|","O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",shipment_SMILES,2021-09-23,0.419,0.393,0.447,1.06,1.1
CVD-0018423,"",Clc1cccc(c1)[C@@H](NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,MAT-POS-7174c657-6,Single unknown enantiomer,FALSE,"ClC=1C=CC=C(C1)[C@@H](NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45 |o1:7,o2:11,14,r|","O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",shipment_SMILES,2021-07-14,2.04,1.84,2.26,1.22,1.1
CVD-0018422,"",Clc1cccc(c1)[C@H](NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,MAT-POS-7174c657-5,Single unknown enantiomer,FALSE,"ClC=1C=CC=C(C1)[C@H](NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45 |o1:7,o2:11,14,r|","O=C(N[C@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",shipment_SMILES,2021-09-23,1.26,1.12,1.42,0.988,1.1
CVD-0018422,"",Clc1cccc(c1)[C@H](NC(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCCC1)C(=O)Nc1cncc2ccccc12,MAT-POS-7174c657-5,Single unknown enantiomer,FALSE,"ClC=1C=CC=C(C1)[C@H](NC(=O)[C@@H]2CC[C@@H](O2)C(=O)N3CCCC3)C(=O)NC=4C=NC=C5C=CC=CC45 |o1:7,o2:11,14,r|","O=C(N[C@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1 |o1:3,o2:24,27|",shipment_SMILES,2021-07-14,1.58,1.43,1.76,1.24,1.1
CVD-0018421,"",NS(=O)(=O)c1ccc(CNC[C@@]2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)cc1F,MAT-POS-7174c657-4,Single unknown enantiomer,FALSE,"NS(=O)(=O)C=1C=CC(CNC[C@@]2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)=CC1F |o1:11,r|",NS(=O)(=O)c1ccc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cc1F |o1:11|,shipment_SMILES,2021-07-14,1.80,1.63,1.98,1.11,1.1
CVD-0018420,"",OC1CN(Cc2ccccc12)C(=O)Cc1cccc(Cl)c1,MAT-POS-7174c657-3,Racemic or presumed racemic or meso,FALSE,OC1CN(CC=2C=CC=CC12)C(=O)CC=3C=CC=C(Cl)C3,O=C(Cc1cccc(Cl)c1)N1Cc2ccccc2C(O)C1,shipment_SMILES,2021-07-14,14.8,14.0,15.6,3.16,1.1
CVD-0018418,"",CNS(=O)(=O)c1cc(CNC[C@@]2(CCOc3ccc(Cl)cc23)C(=O)Nc2cncc3ccccc23)ccc1F,MAT-POS-7174c657-1,Single unknown enantiomer,FALSE,"CNS(=O)(=O)C=1C=C(CNC[C@@]2(CCOC=3C=CC(Cl)=CC32)C(=O)NC=4C=NC=C5C=CC=CC45)C=CC1F |o1:11,r|",CNS(=O)(=O)c1cc(CNC[C@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)ccc1F |o1:11|,shipment_SMILES,2021-07-14,1.22,1.11,1.34,1.12,1.1
CVD-0018409,CDD-2577045,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C#N)C2(C)C,MAT-POS-7ed7af85-1,Single known enantiomer,FALSE,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C2(C)C,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,shipment_SMILES,2021-07-26,< 0.0500,"","",0.342,2.3
CVD-0018391,CDD-2577146,COC(C)(C)CS(=O)(=O)N1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,EDJ-MED-76744c27-7,Racemic or presumed racemic or meso,FALSE,COC(C)(C)CS(=O)(=O)N1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,COC(C)(C)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2021-09-05,0.200,0.183,0.218,1.07,2.1
